"pmid","title","source","abstract"
"36843037","Cross-tissue correlations of genome-wide DNA methylation in Japanese live human brain and blood, saliva, and buccal epithelial tissues.","Transl Psychiatry","Neuroepigenetics considers genetic sequences and the interplay with environmental influences to elucidate vulnerability risk for various neurological and psychiatric disorders. However, evaluating DNA methylation of brain tissue is challenging owing to the issue of tissue specificity. Consequently, peripheral surrogate tissues were used, resulting in limited progress compared with other epigenetic studies, such as cancer research. Therefore, we developed databases to establish correlations between the brain and peripheral tissues in the same individuals. Four tissues, resected brain tissue, blood, saliva, and buccal mucosa (buccal), were collected from 19 patients (aged 13-73 years) who underwent neurosurgery. Moreover, their genome-wide DNA methylation was assessed using the Infinium HumanMethylationEPIC BeadChip arrays to determine the cross-tissue correlation of each combination. These correlation analyses were conducted with all methylation sites and with variable CpGs, and with when these were adjusted for cellular proportions. For the averaged data for each CpG across individuals, the saliva-brain correlation (r = 0.90) was higher than that for blood-brain (r = 0.87) and buccal-brain (r = 0.88) comparisons. Among individual CpGs, blood had the highest proportion of CpGs correlated to the brain at nominally significant levels (19.0%), followed by saliva (14.4%) and buccal (9.8%). These results were similar to the previous IMAGE-CpG results; however, cross-database correlations of the correlation coefficients revealed a relatively low (brain vs. blood: r = 0.27, saliva: r = 0.18, and buccal: r = 0.24). To the best of our knowledge, this is the fifth study in the literature initiating the development of databases for correlations between the brain and peripheral tissues in the same individuals. We present the first database developed from an Asian population, specifically Japanese samples (AMAZE-CpG), which would contribute to interpreting individual epigenetic study results from various Asian populations.© 2023. The Author(s)."
"36842935","Maternal and Paternal Dietary Quality and Dietary Inflammation Associations with Offspring DNA Methylation and Epigenetic Biomarkers of Aging in the Lifeways Cross-Generation Study.","J Nutr","Early-life nutritional exposures may contribute to offspring epigenetic modifications. However, few studies have evaluated parental dietary quality effects on offspring DNA methylation (DNAm).We aim to fill this gap by elucidating the influence of maternal and paternal whole-diet quality and inflammatory potential on offspring DNAm in the Lifeways Cross-generation cohort.Families (n = 1124) were recruited around 16 weeks of gestation in the Republic of Ireland between 2001 and 2003. Maternal dietary intake during the first trimester and paternal diet during the 12 previous months were assessed with an FFQ. Parental dietary inflammatory potential and quality were determined using the energy-adjusted Dietary Inflammatory Index (E-DII), the Healthy Eating Index-2015 (HEI-2015), and the maternal DASH score. DNAm in the saliva of 246 children at age nine was measured using the Illumina Infinium HumanMethylationEPIC array. DNAm-derived biomarkers of aging, the Pediatric-Buccal-Epigenetic clock and DNAm estimator of telomere length, were calculated. Parental diet associations with the DNAm concentrations of 850K Cytosine-phosphate-guanine sites (CpG sites) and with DNAm-derived biomarkers of aging were examined using an epigenome-wide association study and linear regressions, respectively.Maternal HEI-2015 scores were inversely associated with DNAm at CpG site (cg21840035) located near the PLEKHM1 gene, whose functions involve regulation of bone development (β = -0.0036, per 1 point increase in the score; P = 5.6 × 10-8). Higher paternal HEI-2015 score was related to lower methylation at CpG site (cg22431767), located near cell signaling gene LUZP1 (β = -0.0022, per 1 point increase in the score, P = 4.1 × 10-8). There were no associations with parental E-DII and DASH scores, and no evidence of major effects on biomarkers of aging.Parental dietary quality in the prenatal period, evaluated by the HEI-2015, may influence offspring DNAm during childhood. Further research to improve our understanding of parental nutritional programming is warranted. J Nutr 2023;xx:xx-xx.Copyright © 2023 The Authors. Published by Elsevier Inc. All rights reserved."
"36840716","Actinobacillus pleuropneumoniae encodes multiple phase-variable DNA methyltransferases that control distinct phasevarions.","Nucleic Acids Res","Actinobacillus pleuropneumoniae is the cause of porcine pleuropneumonia, a severe respiratory tract infection that is responsible for major economic losses to the swine industry. Many host-adapted bacterial pathogens encode systems known as phasevarions (phase-variable regulons). Phasevarions result from variable expression of cytoplasmic DNA methyltransferases. Variable expression results in genome-wide methylation differences within a bacterial population, leading to altered expression of multiple genes via epigenetic mechanisms. Our examination of a diverse population of A. pleuropneumoniae strains determined that Type I and Type III DNA methyltransferases with the hallmarks of phase variation were present in this species. We demonstrate that phase variation is occurring in these methyltransferases, and show associations between particular Type III methyltransferase alleles and serovar. Using Pacific BioSciences Single-Molecule, Real-Time (SMRT) sequencing and Oxford Nanopore sequencing, we demonstrate the presence of the first ever characterised phase-variable, cytosine-specific Type III DNA methyltransferase. Phase variation of distinct Type III DNA methyltransferase in A. pleuropneumoniae results in the regulation of distinct phasevarions, and in multiple phenotypic differences relevant to pathobiology. Our characterisation of these newly described phasevarions in A. pleuropneumoniae will aid in the selection of stably expressed antigens, and direct and inform development of a rationally designed subunit vaccine against this major veterinary pathogen.© The Author(s) 2023. Published by Oxford University Press on behalf of Nucleic Acids Research."
"36837818","Biochemical Activation and Regulatory Functions of Trans-Regulatory KLF14 and Its Association with Genetic Polymorphisms.","Metabolites","Krüpple-Like family of transcription factor-14 (KLF14) is a master trans-regulatory gene that has multiple biological regulatory functions and is involved in many pathological mechanisms. It controls the expressions of several other genes which are involved in multiple regulatory functions. KLF14 plays a significant role in lipid metabolism, glucose regulation and insulin sensitivity. Cell apoptosis, proliferation, and differentiation are regulated by the KLF14 gene, and up-regulation of KLF14 prevents cancer progression. KLF14 has been used as an epigenetic biomarker for the estimation of chronological age due to the presence of different age-related CpG sites on genes that become methylated with age. Different genome-wide association studies have identified several KLF14 variants in adipose tissues. These single nucleotide polymorphisms in KLF14 have been associated with dyslipidemia, insulin resistance, and glucose intolerance. Moreover, the prevalence of genetic polymorphism is different in different populations due to ethnic differences and epigenetic modifications. In addition, environmental and physiological factors such as diet, age, gender, and obesity are also responsible for genetic mutations in KLF14."
"36835202","Co-Expression Analysis of Airway Epithelial Transcriptome in Asthma Patients with Eosinophilic vs. Non-Eosinophilic Airway Infiltration.","Int J Mol Sci","Asthma heterogeneity complicates the search for targeted treatment against airway inflammation and remodeling. We sought to investigate relations between eosinophilic inflammation, a phenotypic feature frequent in severe asthma, bronchial epithelial transcriptome, and functional and structural measures of airway remodeling. We compared epithelial gene expression, spirometry, airway cross-sectional geometry (computed tomography), reticular basement membrane thickness (histology), and blood and bronchoalveolar lavage (BAL) cytokines ofn= 40 moderate to severe eosinophilic (EA) and non-eosinophilic asthma (NEA) patients distinguished by BAL eosinophilia. EA patients showed a similar extent of airway remodeling as NEA but had an increased expression of genes involved in the immune response and inflammation (e.g.,KIR3DS1), reactive oxygen species generation (GYS2,ATPIF1), cell activation and proliferation (ANK3), cargo transporting (RAB4B,CPLX2), and tissue remodeling (FBLN1,SOX14,GSN), and a lower expression of genes involved in epithelial integrity (e.g.,GJB1) and histone acetylation (SIN3A). Genes co-expressed in EA were involved in antiviral responses (e.g.,ATP1B1), cell migration (EPS8L1,STOML3), cell adhesion (RAPH1), epithelial-mesenchymal transition (ASB3), and airway hyperreactivity and remodeling (FBN3,RECK), and several were linked to asthma in genome- (e.g.,MRPL14,ASB3) or epigenome-wide association studies (CLC,GPI,SSCRB4,STRN4). Signaling pathways inferred from the co-expression pattern were associated with airway remodeling (e.g., TGF-β/Smad2/3, E2F/Rb, and Wnt/β-catenin)."
"36834773","Endogenous miRNA-Based Innate-Immunity against SARS-CoV-2 Invasion of the Brain.","Int J Mol Sci","The severe acute respiratory syndromeCoronavirus-2 (SARS-CoV-2), the causative agent of COVID-19, possesses an unusually large positive-sense, single-stranded viral RNA (ssvRNA) genome of about ~29,903 nucleotides (nt). In many respects, this ssvRNA resembles a very large, polycistronic messenger RNA (mRNA) possessing a 5'-methyl cap (m7GpppN), a 3'- and 5'-untranslated region (3'-UTR, 5'-UTR), and a poly-adenylated (poly-A+) tail. As such, the SARS-CoV-2 ssvRNA is susceptible to targeting by small non-coding RNA (sncRNA) and/or microRNA (miRNA), as well as neutralization and/or inhibition of its infectivity via the human body's natural complement of about ~2650 miRNA species. Depending on host cell and tissue type, in silico analysis, RNA sequencing, and molecular-genetic investigations indicate that, remarkably, almost every single human miRNA has the potential to interact with the primary sequence of SARS-CoV-2 ssvRNA. Individual human variation in host miRNA abundance, speciation, and complexity among different human populations and additional variability in the cell and tissue distribution of the SARS-CoV-2 angiotensin converting enzyme-2 (ACE2) receptor (ACE2R) appear to further contribute to the molecular-genetic basis for the wide variation in individual host cell and tissue susceptibility to COVID-19 infection. In this paper, we review recently described aspects of the miRNA and ssvRNA ribonucleotide sequence structure in this highly evolved miRNA-ssvRNA recognition and signaling system and, for the first time, report the most abundant miRNAs in the control superior temporal lobe neocortex (STLN), an anatomical area involved in cognition and targeted by both SARS-CoV-2 invasion and Alzheimer's disease (AD). We further evaluate important factors involving the neurotropic nature of SARS-CoV-2 and miRNAs and ACE2R distribution in the STLN that modulate significant functional deficits in the brain and CNS associated with SARS-CoV-2 infection and COVID-19's long-term neurological effects."
"36834503","PGC7 Regulates Genome-Wide DNA Methylation by Regulating ERK-Mediated Subcellular Localization of DNMT1.","Int J Mol Sci","DNA methylation is an epigenetic modification that plays a vital role in a variety of biological processes, including the regulation of gene expression, cell differentiation, early embryonic development, genomic imprinting, and X chromosome inactivation. PGC7 is a maternal factor that maintains DNA methylation during early embryonic development. One mechanism of action has been identified by analyzing the interactions between PGC7 and UHRF1, H3K9 me2, or TET2/TET3, which reveals how PGC7 regulates DNA methylation in oocytes or fertilized embryos. However, the mechanism by which PGC7 regulates the post-translational modification of methylation-related enzymes remains to be elucidated. This study focused on F9 cells (embryonic cancer cells), which display high levels of PGC7 expression. We found that both knockdown ofPgc7and inhibition of ERK activity resulted in increased genome-wide DNA methylation levels. Mechanistic experiments confirmed that inhibition of ERK activity led to the accumulation of DNMT1 in the nucleus, ERK phosphorylated DNMT1 at ser717, and DNMT1 Ser717-Ala mutation promoted the nuclear localization of DNMT1. Moreover, knockdown ofPgc7also caused downregulation of ERK phosphorylation and promoted the accumulation of DNMT1 in the nucleus. In conclusion, we reveal a new mechanism by which PGC7 regulates genome-wide DNA methylation via phosphorylation of DNMT1 at ser717 by ERK. These findings may provide new insights into treatments for DNA methylation-related diseases."
"36834337","DNA-Methylation Signatures of Tobacco Smoking in a High Cardiovascular Risk Population: Modulation by the Mediterranean Diet.","Int J Environ Res Public Health","Biomarkers based on DNA methylation are relevant in the field of environmental health for precision health. Although tobacco smoking is one of the factors with a strong and consistent impact on DNA methylation, there are very few studies analyzing its methylation signature in southern European populations and none examining its modulation by the Mediterranean diet at the epigenome-wide level. We examined blood methylation smoking signatures on the EPIC 850 K array in this population (n = 414 high cardiovascular risk subjects). Epigenome-wide methylation studies (EWASs) were performed analyzing differential methylation CpG sites by smoking status (never, former, and current smokers) and the modulation by adherence to a Mediterranean diet score was explored. Gene-set enrichment analysis was performed for biological and functional interpretation. The predictive value of the top differentially methylated CpGs was analyzed using receiver operative curves. We characterized the DNA methylation signature of smoking in this Mediterranean population by identifying 46 differentially methylated CpGs at the EWAS level in the whole population. The strongest association was observed at the cg21566642 (p= 2.2 × 10-32) in the 2q37.1 region. We also detected other CpGs that have been consistently reported in prior research and discovered some novel differentially methylated CpG sites in subgroup analyses. In addition, we found distinct methylation profiles based on the adherence to the Mediterranean diet. Particularly, we obtained a significant interaction between smoking and diet modulating the cg5575921 methylation in the AHRR gene. In conclusion, we have characterized biomarkers of the methylation signature of tobacco smoking in this population, and suggest that the Mediterranean diet can increase methylation of certain hypomethylated sites."
"36834053","Clinical Epigenomic Explanation of the Epidemiology of Cannabinoid Genotoxicity Manifesting as Transgenerational Teratogenesis, Cancerogenesis and Aging Acceleration.","Int J Environ Res Public Health","As global interest in the therapeutic potential of cannabis and its' derivatives for the management of selected diseases increases, it is increasingly imperative that the toxic profile of cannabinoids be thoroughly understood in order to correctly assess the balance between the therapeutic risks and benefits. Modern studies across a number of jurisdictions, including Canada, Australia, the US and Europe have confirmed that some of the most worrying and severe historical reports of both congenital anomalies and cancer induction following cannabis exposure actually underestimate the multisystem thousand megabase-scale transgenerational genetic damage. These findings from teratogenic and carcinogenic literature are supported by recent data showing the accelerated patterns of chronic disease and the advanced DNA methylation epigenomic clock age in cannabis exposed patients. Together, the increased multisystem carcinogenesis, teratogenesis and accelerated aging point strongly to cannabinoid-related genotoxicity being much more clinically significant than it is widely supposed and, thus, of very considerable public health and multigenerational impact. Recently reported longitudinal epigenome-wide association studies elegantly explain many of these observed effects with considerable methodological sophistication, including multiple pathways for the inhibition of the normal chromosomal segregation and DNA repair, the inhibition of the basic epigenetic machinery for DNA methylation and the demethylation and telomerase acceleration of the epigenomic promoter hypermethylation characterizing aging. For cancer, 810 hits were also noted. The types of malignancy which were observed have all been documented epidemiologically. Detailed epigenomic explications of the brain, heart, face, uronephrological, gastrointestinal and limb development were provided, which amply explained the observed teratological patterns, including the inhibition of the key morphogenic gradients. Hence, these major epigenomic insights constituted a powerful new series of arguments which advanced both our understanding of the downstream sequalae of multisystem multigenerational cannabinoid genotoxicity and also, since mechanisms are key to the causal argument, inveighed strongly in favor of the causal nature of the relationship. In this introductory conceptual overview, we present the various aspects of this novel synthetic paradigmatic framework. Such concepts suggest and, indeed, indicate numerous fields for further investigation and basic science research to advance the exploration of many important issues in biology, clinical medicine and population health. Given this, it is imperative we correctly appraise the risk-benefit ratio for each potential cannabis application, considering the potency, severity of disease, stage of human development and duration of use."
"36833453","The Circulating Level of Klotho Is Not Dependent upon Physical Fitness and Age-Associated Methylation Increases at the Promoter Region of the Klotho Gene.","Genes (Basel)","(1) Background: Higher levels of physical fitness are believed to increase the physiological quality of life and impact the aging process with a wide range of adaptive mechanisms, including the regulation of the expression of the age-associated klotho (KL) gene and protein levels. (2) Methods: Here, we tested the relationship between the DNA methylation-based epigenetic biomarkers PhenoAge and GrimAge and methylation of the promoter region of the KL gene, the circulating level of KL, and the stage of physical fitness and grip force in two groups of volunteer subjects, trained (TRND) and sedentary (SED), aged between 37 and 85 years old. (3) Results: The circulating KL level is negatively associated with chronological age in the TRND group (r = -0.19;p= 0.0295) but not in the SED group (r = -0.065;p= 0.5925). The age-associated decrease in circulating KL is partly due to the increased methylation of the KL gene. In addition, higher plasma KL is significantly related to epigenetic age-deceleration in the TRND group, assessed by the biomarker of PhenoAge (r = -0.21;p= 0.0192). (4) Conclusions: The level of physical fitness, on the other hand, does not relate to circulating KL levels, nor to the rate of the methylation of the promoter region of the KL gene, only in males."
