pmid,title,source,abstract,probs
38496575,Deep5hmC: Predicting genome-wide 5-Hydroxymethylcytosine landscape via a multimodal deep learning model.,bioRxiv,"5-hydroxymethylcytosine (5hmC), a critical epigenetic mark with a significant role in regulating tissue-specific gene expression, is essential for understanding the dynamic functions of the human genome. Using tissue-specific 5hmC sequencing data, we introduce Deep5hmC, a multimodal deep learning framework that integrates both the DNA sequence and the histone modification information to predict genome-wide 5hmC modification. The multimodal design of Deep5hmC demonstrates remarkable improvement in predicting both qualitative and quantitative 5hmC modification compared to unimodal versions of Deep5hmC and state-of-the-art machine learning methods. This improvement is demonstrated through benchmarking on a comprehensive set of 5hmC sequencing data collected at four time points during forebrain organoid development and across 17 human tissues. Notably, Deep5hmC showcases its practical utility by accurately predicting gene expression and identifying differentially hydroxymethylated regions in a case-control study of Alzheimer's disease.",5.082027820259409e-15
38493340,Translational bioinformatics and data science for biomarker discovery in mental health: an analytical review.,Brief Bioinform,"Translational bioinformatics and data science play a crucial role in biomarker discovery as it enables translational research and helps to bridge the gap between the bench research and the bedside clinical applications. Thanks to newer and faster molecular profiling technologies and reducing costs, there are many opportunities for researchers to explore the molecular and physiological mechanisms of diseases. Biomarker discovery enables researchers to better characterize patients, enables early detection and intervention/prevention and predicts treatment responses. Due to increasing prevalence and rising treatment costs, mental health (MH) disorders have become an important venue for biomarker discovery with the goal of improved patient diagnostics, treatment and care. Exploration of underlying biological mechanisms is the key to the understanding of pathogenesis and pathophysiology of MH disorders. In an effort to better understand the underlying mechanisms of MH disorders, we reviewed the major accomplishments in the MH space from a bioinformatics and data science perspective, summarized existing knowledge derived from molecular and cellular data and described challenges and areas of opportunities in this space.© The Author(s) 2024. Published by Oxford University Press.",1.7393314219534975e-29
38634873,Interconnected Codons: Unravelling the Epigenetic Significance of Flanking Sequences in CpG Dyads.,J Mol Evol,"Hypothesizing that CpG codon dyads, formed by consecutive codons containing a cytosine-guanine pair (NNC-GNN), may play a crucial role in gene function, we conducted an extensive analysis to investigate their distribution and conservation within mammalian genes. Our findings reveal that genes characterized by a high density of CpG codon dyads are notably associated with homeobox domains and RNA polymerase II transcription factors. Conversely, genes exhibiting low CpG codon dyad density have links to DNA damage repair and mitosis. Importantly, our study identifies a re-markable increase in expressed genes that harbor CpG during embryonic development, suggesting their potential involvement in gene regulation at these developmental stages. These results under-score the functional significance of CpG codon dyads in DNA methylation and gene expression, fur-ther demonstrating the coevolution of consecutive codons and their contribution to codon usage bias.© 2024. The Author(s).",3.961497032146173e-12
38533486,Maternal oxytocin treatment at birth increases epigenetic age in male offspring.,Dev Psychobiol,"Exogenous oxytocin (OT) is widely used to induce or augment labor with little understanding of the impact on offspring development. In rodent models, including the prairie vole (Microtus ochrogaster), it has been shown that oxytocin administered to mothers can affect the nervous system of the offspring with long lasting behavioral effects especially on sociality. Here, we examined the hypothesis that perinatal oxytocin exposure could have epigenetic and transcriptomic consequences. Prairie voles were exposed to exogenous oxytocin, through injections given to the mother just prior to birth, and were studied at the time of weaning. The outcome of this study revealed increased epigenetic age in oxytocin-exposed animals compared to the saline-exposed group. Oxytocin exposure led to 900 differentially methylated CpG sites (annotated to 589 genes), and 2 CpG sites (2 genes) remained significantly different after correction for multiple comparisons. Differentially methylated CpG sites were enriched in genes known to be involved in regulation of gene expression and neurodevelopment. Using RNA-sequencing we also found 217 nominally differentially expressed genes (p<0.05) in nucleus accumbens, a brain region involved in reward circuitry and social behavior; after corrections for multiple comparisons 6 genes remained significantly differentially expressed. Finally, we found that maternal oxytocin administration led to widespread alternative splicing in the nucleus accumbens. These results indicate that oxytocin exposure during birth may have long lasting epigenetic consequences. A need for further investigation of how oxytocin administration impacts development and behavior throughout the lifespan is supported by these outcomes.",3.161913745101337e-11
38745057,Validating reference-based algorithms to determine cell-type heterogeneity in ovarian cancer DNA methylation studies.,Sci Rep,"Information about cell composition in tissue samples is crucial for biomarker discovery and prognosis. Specifically, cancer tissue samples present challenges in deconvolution studies due to mutations and genetic rearrangements. Here, we optimized a robust, DNA methylation-based protocol, to be used for deconvolution of ovarian cancer samples. We compared several state-of-the-art methods (HEpiDISH, MethylCIBERSORT and ARIC) and validated the proposed protocol in an in-silico mixture and in an external dataset containing samples from ovarian cancer patients and controls. The deconvolution protocol we eventually implemented is based on MethylCIBERSORT. Comparing deconvolution methods, we paid close attention to the role of a reference panel. We postulate that a possibly high number of samples (in our case: 247) should be used when building a reference panel to ensure robustness and to compensate for biological and technical variation between samples. Subsequently, we tested the performance of the validated protocol in our own study cohort, consisting of 72 patients with malignant and benign ovarian disease as well as in five external cohorts. In conclusion, we refined and validated a reference-based algorithm to determine cell type composition of ovarian cancer tissue samples to be used in cancer biology studies in larger cohorts.© 2024. The Author(s).",9.597252626930685e-17
38617373,"Circulating, cell-free methylated DNA indicates cellular sources of allograft injury after liver transplant.",bioRxiv,"Post-transplant complications reduce allograft and recipient survival. Current approaches for detecting allograft injury non-invasively are limited and do not differentiate between cellular mechanisms. Here, we monitor cellular damages after liver transplants from cell-free DNA (cfDNA) fragments released from dying cells into the circulation. We analyzed 130 blood samples collected from 44 patients at different time points after transplant. Sequence-based methylation of cfDNA fragments were mapped to patterns established to identify cell types in different organs. For liver cell types DNA methylation patterns and multi-omic data integration show distinct enrichment in open chromatin and regulatory regions functionally important for the respective cell types. We find that multi-tissue cellular damages post-transplant recover in patients without allograft injury during the first post-operative week. However, sustained elevation of hepatocyte and biliary epithelial cfDNA beyond the first week indicates early-onset allograft injury. Further, cfDNA composition differentiates amongst causes of allograft injury indicating the potential for non-invasive monitoring and timely intervention.",3.3818632541225927e-22
38712091,Genome-wide association study identifies 30 obsessive-compulsive disorder associated loci.,medRxiv,"Obsessive-compulsive disorder (OCD) affects ~1% of the population and exhibits a high SNP-heritability, yet previous genome-wide association studies (GWAS) have provided limited information on the genetic etiology and underlying biological mechanisms of the disorder. We conducted a GWAS meta-analysis combining 53,660 OCD cases and 2,044,417 controls from 28 European-ancestry cohorts revealing 30 independent genome-wide significant SNPs and a SNP-based heritability of 6.7%. Separate GWAS for clinical, biobank, comorbid, and self-report sub-groups found no evidence of sample ascertainment impacting our results. Functional and positional QTL gene-based approaches identified 249 significant candidate risk genes for OCD, of which 25 were identified as putatively causal, highlightingWDR6,DALRD3,CTNND1and genes in the MHC region. Tissue and single-cell enrichment analyses highlighted hippocampal and cortical excitatory neurons, along with D1- and D2-type dopamine receptor-containing medium spiny neurons, as playing a role in OCD risk. OCD displayed significant genetic correlations with 65 out of 112 examined phenotypes. Notably, it showed positive genetic correlations with all included psychiatric phenotypes, in particular anxiety, depression, anorexia nervosa, and Tourette syndrome, and negative correlations with a subset of the included autoimmune disorders, educational attainment, and body mass index.. This study marks a significant step toward unraveling its genetic landscape and advances understanding of OCD genetics, providing a foundation for future interventions to address this debilitating disorder.",4.245124485006026e-20
38711039,Identification and characterization of whole blood gene expression and splicing quantitative trait loci during early to mid-lactation of dairy cattle.,BMC Genomics,"Characterization of regulatory variants (e.g., gene expression quantitative trait loci, eQTL; gene splicing QTL, sQTL) is crucial for biologically interpreting molecular mechanisms underlying loci associated with complex traits. However, regulatory variants in dairy cattle, particularly in specific biological contexts (e.g., distinct lactation stages), remain largely unknown. In this study, we explored regulatory variants in whole blood samples collected during early to mid-lactation (22-150 days after calving) of 101 Holstein cows and analyzed them to decipher the regulatory mechanisms underlying complex traits in dairy cattle.We identified 14,303 genes and 227,705 intron clusters expressed in the white blood cells of 101 cattle. The average heritability of gene expression and intron excision ratio explained by cis-SNPs is 0.28 ± 0.13 and 0.25 ± 0.13, respectively. We identified 23,485 SNP-gene expression pairs and 18,166 SNP-intron cluster pairs in dairy cattle during early to mid-lactation. Compared with the 2,380,457 cis-eQTLs reported to be present in blood in the Cattle Genotype-Tissue Expression atlas (CattleGTEx), only 6,114 cis-eQTLs (P < 0.05) were detected in the present study. By conducting colocalization analysis between cis-e/sQTL and the results of genome-wide association studies (GWAS) from four traits, we identified a cis-e/sQTL (rs109421300) of the DGAT1 gene that might be a key marker in early to mid-lactation for milk yield, fat yield, protein yield, and somatic cell score (PP4 > 0.6). Finally, transcriptome-wide association studies (TWAS) revealed certain genes (e.g., FAM83H and TBC1D17) whose expression in white blood cells was significantly (P < 0.05) associated with complex traits.This study investigated the genetic regulation of gene expression and alternative splicing in dairy cows during early to mid-lactation and provided new insights into the regulatory mechanisms underlying complex traits of economic importance.© 2024. The Author(s).",1.3735341940502649e-33
38622173,"Investigating the role of common cis-regulatory variants in modifying penetrance of putatively damaging, inherited variants in severe neurodevelopmental disorders.",Sci Rep,"Recent work has revealed an important role for rare, incompletely penetrant inherited coding variants in neurodevelopmental disorders (NDDs). Additionally, we have previously shown that common variants contribute to risk for rare NDDs. Here, we investigate whether common variants exert their effects by modifying gene expression, using multi-cis-expression quantitative trait loci (cis-eQTL) prediction models. We first performed a transcriptome-wide association study for NDDs using 6987 probands from the Deciphering Developmental Disorders (DDD) study and 9720 controls, and found one gene, RAB2A, that passed multiple testing correction (p = 6.7 × 10-7). We then investigated whether cis-eQTLs modify the penetrance of putatively damaging, rare coding variants inherited by NDD probands from their unaffected parents in a set of 1700 trios. We found no evidence that unaffected parents transmitting putatively damaging coding variants had higher genetically-predicted expression of the variant-harboring gene than their child. In probands carrying putatively damaging variants in constrained genes, the genetically-predicted expression of these genes in blood was lower than in controls (p = 2.7 × 10-3). However, results for proband-control comparisons were inconsistent across different sets of genes, variant filters and tissues. We find limited evidence that common cis-eQTLs modify penetrance of rare coding variants in a large cohort of NDD probands.© 2024. The Author(s).",1.7715225565520496e-28
38730227,A time-resolved multi-omics atlas of transcriptional regulation in response to high-altitude hypoxia across whole-body tissues.,Nat Commun,"High-altitude hypoxia acclimatization requires whole-body physiological regulation in highland immigrants, but the underlying genetic mechanism has not been clarified. Here we use sheep as an animal model for low-to-high altitude translocation. We generate multi-omics data including whole-genome sequences, time-resolved bulk RNA-Seq, ATAC-Seq and single-cell RNA-Seq from multiple tissues as well as phenotypic data from 20 bio-indicators. We characterize transcriptional changes of all genes in each tissue, and examine multi-tissue temporal dynamics and transcriptional interactions among genes. Particularly, we identify critical functional genes regulating the short response to hypoxia in each tissue (e.g., PARG in the cerebellum and HMOX1 in the colon). We further identify TAD-constrained cis-regulatory elements, which suppress the transcriptional activity of most genes under hypoxia. Phenotypic and transcriptional evidence indicate that antenatal hypoxia could improve hypoxia tolerance in offspring. Furthermore, we provide time-series expression data of candidate genes associated with human mountain sickness (e.g., BMPR2) and high-altitude adaptation (e.g., HIF1A). Our study provides valuable resources and insights for future hypoxia-related studies in mammals.© 2024. The Author(s).",5.716672450093574e-27
38721342,Investigating shared genetic architecture between inflammatory bowel diseases and primary biliary cholangitis.,JHEP Rep,"Inflammatory bowel disease (IBD) is commonly associated with extraintestinal complications, including autoimmune liver disease. The co-occurrence of IBD and primary biliary cholangitis (PBC) has been increasingly observed, but the underlying relationship between these conditions remains unclear.Using summary statistics from genome-wide association studies (GWAS), we investigated the causal effects between PBC and IBD, including Crohn's disease (CD) and ulcerative colitis (UC). We also analyzed the shared genetic architecture between IBD and PBC using data from GWAS, bulk-tissue RNA sequencing, and single cell RNA sequencing, and explored potential functional genes.There was a strong positive genetic correlation between PBC and IBD (linkage disequilibrium score regression:rg = 0.2249,p = 3.38 × 10-5). Cross-trait analysis yielded 10 shared-risk single nucleotide polymorphisms (SNPs), as well as nine novel SNPs, which were associated with both traits. Using Mendelian randomization, a stable causal effect was established of PBC on IBD. Genetically predicted PBC was found to have a risk effect on IBD (1.105; 95% CI: 1.058-1.15;p = 1.16 × 10-10), but notvice versa. Shared tissue-specific heritability enrichment was identified for PBC and IBD (including CD and UC) in lung, spleen, and whole-blood samples. Furthermore, shared enrichment was observed of specific cell types (T cells, B cells, and natural killer cells) and their subtypes. Nine functional genes were identified based on summary statistics-based Mendelian randomization.This study detected shared genetic architecture between IBD and PBC and demonstrated a stable causal relationship of genetically predicted PBC on the risk of IBD. These findings shed light on the biological basis of comorbidity between IBD and PBC, and have important implications for intervention and treatment targets of these two diseases simultaneously.The discovery of novel shared single nucleotide polymorphisms (SNPs) and functional genes provides insights into the common targets between inflammatory bowel disease (IBD) and primary biliary cholangitis (PBC), serving as a basis for new drug development and contributing to the study of disease pathogenesis. Additionally, the established significant causality and genetic correlation underscore the importance of clinical intervention in preventing the comorbidity of IBD and PBC. The enrichment of SNP heritability in specific tissues and cell types reveals the role of immune factors in the potential disease mechanisms shared between IBD and PBC. This stimulates further research on potential interventions and could lead to the development of new targets for immune-based therapies.© 2024 The Authors.",4.841886333444763e-69
38714913,Regulatory landscape enrichment analysis (RLEA): a computational toolkit for non-coding variant enrichment and cell type prioritization.,BMC Bioinformatics,"As genomic studies continue to implicate non-coding sequences in disease, testing the roles of these variants requires insights into the cell type(s) in which they are likely to be mediating their effects. Prior methods for associating non-coding variants with cell types have involved approaches using linkage disequilibrium or ontological associations, incurring significant processing requirements. GaiaAssociation is a freely available, open-source software that enables thousands of genomic loci implicated in a phenotype to be tested for enrichment at regulatory loci of multiple cell types in minutes, permitting insights into the cell type(s) mediating the studied phenotype.In this work, we present Regulatory Landscape Enrichment Analysis (RLEA) by GaiaAssociation and demonstrate its capability to test the enrichment of 12,133 variants across the cis-regulatory regions of 44 cell types. This analysis was completed in 134.0 ± 2.3 s, highlighting the efficient processing provided by GaiaAssociation. The intuitive interface requires only four inputs, offers a collection of customizable functions, and visualizes variant enrichment in cell-type regulatory regions through a heatmap matrix. GaiaAssociation is available on PyPi for download as a command line tool or Python package and the source code can also be installed from GitHub at https://github.com/GreallyLab/gaiaAssociation .GaiaAssociation is a novel package that provides an intuitive and efficient resource to understand the enrichment of non-coding variants across the cis-regulatory regions of different cells, empowering studies seeking to identify disease-mediating cell types.© 2024. The Author(s).",3.383678170522852e-27
38693260,Chromatin accessibility during human first-trimester neurodevelopment.,Nature,"The human brain develops through a tightly organized cascade of patterning events, induced by transcription factor expression and changes in chromatin accessibility. Although gene expression across the developing brain has been described at single-cell resolution1, similar atlases of chromatin accessibility have been primarily focused on the forebrain2-4. Here we describe chromatin accessibility and paired gene expression across the entire developing human brain during the first trimester (6-13 weeks after conception). We defined 135 clusters and used multiomic measurements to link candidate cis-regulatory elements to gene expression. The number of accessible regions increased both with age and along neuronal differentiation. Using a convolutional neural network, we identified putative functional transcription factor-binding sites in enhancers characterizing neuronal subtypes. We applied this model to cis-regulatory elements linked to ESRRB to elucidate its activation mechanism in the Purkinje cell lineage. Finally, by linking disease-associated single nucleotide polymorphisms to cis-regulatory elements, we validated putative pathogenic mechanisms in several diseases and identified midbrain-derived GABAergic neurons as being the most vulnerable to major depressive disorder-related mutations. Our findings provide a more detailed view of key gene regulatory mechanisms underlying the emergence of brain cell types during the first trimester and a comprehensive reference for future studies related to human neurodevelopment.© 2024. The Author(s).",2.993913452875999e-30
38693125,The impact of exercise on gene regulation in association with complex trait genetics.,Nat Commun,"Endurance exercise training is known to reduce risk for a range of complex diseases. However, the molecular basis of this effect has been challenging to study and largely restricted to analyses of either few or easily biopsied tissues. Extensive transcriptome data collected across 15 tissues during exercise training in rats as part of the Molecular Transducers of Physical Activity Consortium has provided a unique opportunity to clarify how exercise can affect tissue-specific gene expression and further suggest how exercise adaptation may impact complex disease-associated genes. To build this map, we integrate this multi-tissue atlas of gene expression changes with gene-disease targets, genetic regulation of expression, and trait relationship data in humans. Consensus from multiple approaches prioritizes specific tissues and genes where endurance exercise impacts disease-relevant gene expression. Specifically, we identify a total of 5523 trait-tissue-gene triplets to serve as a valuable starting point for future investigations [Exercise; Transcription; Human Phenotypic Variation].© 2024. The Author(s).",2.545539137195648e-21
38648100,Antipsychotic-induced epigenomic reorganization in frontal cortex of individuals with schizophrenia.,Elife,"Genome-wide association studies have revealed >270 loci associated with schizophrenia risk, yet these genetic factors do not seem to be sufficient to fully explain the molecular determinants behind this psychiatric condition. Epigenetic marks such as post-translational histone modifications remain largely plastic during development and adulthood, allowing a dynamic impact of environmental factors, including antipsychotic medications, on access to genes and regulatory elements. However, few studies so far have profiled cell-specific genome-wide histone modifications in postmortem brain samples from schizophrenia subjects, or the effect of antipsychotic treatment on such epigenetic marks. Here, we conducted ChIP-seq analyses focusing on histone marks indicative of active enhancers (H3K27ac) and active promoters (H3K4me3), alongside RNA-seq, using frontal cortex samples from antipsychotic-free (AF) and antipsychotic-treated (AT) individuals with schizophrenia, as well as individually matched controls (n=58). Schizophrenia subjects exhibited thousands of neuronal and non-neuronal epigenetic differences at regions that included several susceptibility genetic loci, such asNRG1,DISC1,andDRD3. By analyzing the AF and AT cohorts separately, we identified schizophrenia-associated alterations in specific transcription factors, their regulatees, and epigenomic and transcriptomic features that were reversed by antipsychotic treatment; as well as those that represented a consequence of antipsychotic medication rather than a hallmark of schizophrenia in postmortem human brain samples. Notably, we also found that the effect of age on epigenomic landscapes was more pronounced in frontal cortex of AT-schizophrenics, as compared to AF-schizophrenics and controls. Together, these data provide important evidence of epigenetic alterations in the frontal cortex of individuals with schizophrenia, and remark for the first time on the impact of age and antipsychotic treatment on chromatin organization.© 2023, Zhu, Ainsworth et al.",8.571665230062924e-26
38640488,Integrative annotation scores of variants for impact on RNA binding protein activities.,Bioinformatics,"The ENCODE project generated a large collection of eCLIP-seq RNA binding protein (RBP) profiling data with accompanying RNA-seq transcriptomes of shRNA knockdown of RBPs. These data could have utility in understanding the functional impact of genetic variants, however their potential has not been fully exploited. We implement INCA (Integrative annotation scores of variants for impact on RBP activities) as a multi-step genetic variant scoring approach that leverages the ENCODE RBP data together with ClinVar and integrates multiple computational approaches to aggregate evidence.INCA evaluates variant impacts on RBP activities by leveraging genotypic differences in cell lines used for eCLIP-seq. We show that INCA provides critical specificity, beyond generic scoring for RBP binding disruption, for candidate variants and their linkage-disequilibrium partners. As a result, it can, on average, augment scoring of 46.2% of the candidate variants beyond generic scoring for RBP binding disruption and aid in variant prioritization for follow-up analysis.INCA is implemented in R and is available at https://github.com/keleslab/INCA.© The Author(s) 2024. Published by Oxford University Press.",1.0440411716853773e-33
38639992,Haplotype function score improves biological interpretation and cross-ancestry polygenic prediction of human complex traits.,Elife,"We propose a new framework for human genetic association studies: at each locus, a deep learning model (in this study, Sei) is used to calculate the functional genomic activity score for two haplotypes per individual. This score, defined as the Haplotype Function Score (HFS), replaces the original genotype in association studies. Applying the HFS framework to 14 complex traits in the UK Biobank, we identified 3619 independent HFS-trait associations with a significance of p < 5 × 10-8. Fine-mapping revealed 2699 causal associations, corresponding to a median increase of 63 causal findings per trait compared with single-nucleotide polymorphism (SNP)-based analysis. HFS-based enrichment analysis uncovered 727 pathway-trait associations and 153 tissue-trait associations with strong biological interpretability, including 'circadian pathway-chronotype' and 'arachidonic acid-intelligence'. Lastly, we applied least absolute shrinkage and selection operator (LASSO) regression to integrate HFS prediction score with SNP-based polygenic risk scores, which showed an improvement of 16.1-39.8% in cross-ancestry polygenic prediction. We concluded that HFS is a promising strategy for understanding the genetic basis of human complex traits.© 2023, Song et al.",1.2106531633702717e-12
38632388,Multi-ancestry meta-analysis of tobacco use disorder identifies 461 potential risk genes and reveals associations with multiple health outcomes.,Nat Hum Behav,"Tobacco use disorder (TUD) is the most prevalent substance use disorder in the world. Genetic factors influence smoking behaviours and although strides have been made using genome-wide association studies to identify risk variants, most variants identified have been for nicotine consumption, rather than TUD. Here we leveraged four US biobanks to perform a multi-ancestral meta-analysis of TUD (derived via electronic health records) in 653,790 individuals (495,005 European, 114,420 African American and 44,365 Latin American) and data from UK Biobank (ncombined = 898,680). We identified 88 independent risk loci; integration with functional genomic tools uncovered 461 potential risk genes, primarily expressed in the brain. TUD was genetically correlated with smoking and psychiatric traits from traditionally ascertained cohorts, externalizing behaviours in children and hundreds of medical outcomes, including HIV infection, heart disease and pain. This work furthers our biological understanding of TUD and establishes electronic health records as a source of phenotypic information for studying the genetics of TUD.© 2024. The Author(s), under exclusive licence to Springer Nature Limited.",3.671616740238163e-08
38566255,Prioritizing susceptibility genes for the prognosis of male-pattern baldness with transcriptome-wide association study.,Hum Genomics,"Male-pattern baldness (MPB) is the most common cause of hair loss in men. It can be categorized into three types: type 2 (T2), type 3 (T3), and type 4 (T4), with type 1 (T1) being considered normal. Although various MPB-associated genetic variants have been suggested, a comprehensive study for linking these variants to gene expression regulation has not been performed to the best of our knowledge.In this study, we prioritized MPB-related tissue panels using tissue-specific enrichment analysis and utilized single-tissue panels from genotype-tissue expression version 8, as well as cross-tissue panels from context-specific genetics. Through a transcriptome-wide association study and colocalization analysis, we identified 52, 75, and 144 MPB associations for T2, T3, and T4, respectively. To assess the causality of MPB genes, we performed a conditional and joint analysis, which revealed 10, 11, and 54 putative causality genes for T2, T3, and T4, respectively. Finally, we conducted drug repositioning and identified potential drug candidates that are connected to MPB-associated genes.Overall, through an integrative analysis of gene expression and genotype data, we have identified robust MPB susceptibility genes that may help uncover the underlying molecular mechanisms and the novel drug candidates that may alleviate MPB.© 2024. The Author(s).",2.6032680638470264e-23
38562841,Genome-wide analyses identify 21 infertility loci and over 400 reproductive hormone loci across the allele frequency spectrum.,medRxiv,"Genome-wide association studies (GWASs) may help inform treatments for infertility, whose causes remain unknown in many cases. Here we present GWAS meta-analyses across six cohorts for male and female infertility in up to 41,200 cases and 687,005 controls. We identified 21 genetic risk loci for infertility (P≤5E-08), of which 12 have not been reported for any reproductive condition. We found positive genetic correlations between endometriosis and all-cause female infertility (rg=0.585,P=8.98E-14), and between polycystic ovary syndrome and anovulatory infertility (rg=0.403,P=2.16E-03). The evolutionary persistence of female infertility-risk alleles inEBAG9may be explained by recent directional selection. We additionally identified up to 269 genetic loci associated with follicle-stimulating hormone (FSH), luteinising hormone, oestradiol, and testosterone through sex-specific GWAS meta-analyses (N=6,095-246,862). While hormone-associated variants nearFSHBandARL14EPcolocalised with signals for anovulatory infertility, we found norgbetween female infertility and reproductive hormones (P>0.05). Exome sequencing analyses in the UK Biobank (N=197,340) revealed that women carrying testosterone-lowering rare variants inGPC2were at higher risk of infertility (OR=2.63,P=1.25E-03). Taken together, our results suggest that while individual genes associated with hormone regulation may be relevant for fertility, there is limited genetic evidence for correlation between reproductive hormones and infertility at the population level. We provide the first comprehensive view of the genetic architecture of infertility across multiple diagnostic criteria in men and women, and characterise its relationship to other health conditions.",2.795201247093479e-25
38528071,Transcriptomic dysregulation and autistic-like behaviors in Kmt2c haploinsufficient mice rescued by an LSD1 inhibitor.,Mol Psychiatry,"Recent studies have consistently demonstrated that the regulation of chromatin and gene transcription plays a pivotal role in the pathogenesis of neurodevelopmental disorders. Among many genes involved in these pathways, KMT2C, encoding one of the six known histone H3 lysine 4 (H3K4) methyltransferases in humans and rodents, was identified as a gene whose heterozygous loss-of-function variants are causally associated with autism spectrum disorder (ASD) and the Kleefstra syndrome phenotypic spectrum. However, little is known about how KMT2C haploinsufficiency causes neurodevelopmental deficits and how these conditions can be treated. To address this, we developed and analyzed genetically engineered mice with a heterozygous frameshift mutation of Kmt2c (Kmt2c+/fsmice) as a disease model with high etiological validity. In a series of behavioral analyses, the mutant mice exhibit autistic-like behaviors such as impairments in sociality, flexibility, and working memory, demonstrating their face validity as an ASD model. To investigate the molecular basis of the observed abnormalities, we performed a transcriptomic analysis of their bulk adult brains and found that ASD risk genes were specifically enriched in the upregulated differentially expressed genes (DEGs), whereas KMT2C peaks detected by ChIP-seq were significantly co-localized with the downregulated genes, suggesting an important role of putative indirect effects of Kmt2c haploinsufficiency. We further performed single-cell RNA sequencing of newborn mouse brains to obtain cell type-resolved insights at an earlier stage. By integrating findings from ASD exome sequencing, genome-wide association, and postmortem brain studies to characterize DEGs in each cell cluster, we found strong ASD-associated transcriptomic changes in radial glia and immature neurons with no obvious bias toward upregulated or downregulated DEGs. On the other hand, there was no significant gross change in the cellular composition. Lastly, we explored potential therapeutic agents and demonstrate that vafidemstat, a lysine-specific histone demethylase 1 (LSD1) inhibitor that was effective in other models of neuropsychiatric/neurodevelopmental disorders, ameliorates impairments in sociality but not working memory in adult Kmt2c+/fsmice. Intriguingly, the administration of vafidemstat was shown to alter the vast majority of DEGs in the direction to normalize the transcriptomic abnormalities in the mutant mice (94.3 and 82.5% of the significant upregulated and downregulated DEGs, respectively, P < 2.2 × 10-16, binomial test), which could be the molecular mechanism underlying the behavioral rescuing. In summary, our study expands the repertoire of ASD models with high etiological and face validity, elucidates the cell-type resolved molecular alterations due to Kmt2c haploinsufficiency, and demonstrates the efficacy of an LSD1 inhibitor that might be generalizable to multiple categories of psychiatric disorders along with a better understanding of its presumed mechanisms of action.© 2024. The Author(s).",2.1354679666627667e-78
38699369,Improved multi-ancestry fine-mapping identifies cis-regulatory variants underlying molecular traits and disease risk.,medRxiv,"Multi-ancestry statistical fine-mapping ofcis-molecular quantitative trait loci (cis-molQTL) aims to improve the precision of distinguishing causalcis-molQTLs from tagging variants. However, existing approaches fail to reflect shared genetic architectures. To solve this limitation, we present the Sum of Shared Single Effects (SuShiE) model, which leverages LD heterogeneity to improve fine-mapping precision, infer cross-ancestry effect size correlations, and estimate ancestry-specific expression prediction weights. We apply SuShiE to mRNA expression measured in PBMCs (n=956) and LCLs (n=814) together with plasma protein levels (n=854) from individuals of diverse ancestries in the TOPMed MESA and GENOA studies. We find SuShiE fine-mapscis-molQTLs for 16% more genes compared with baselines while prioritizing fewer variants with greater functional enrichment. SuShiE infers highly consistentcis-molQTL architectures across ancestries on average; however, we also find evidence of heterogeneity at genes with predicted loss-of-function intolerance, suggesting that environmental interactions may partially explain differences incis-molQTL effect sizes across ancestries. Lastly, we leverage estimatedcis-molQTL effect-sizes to perform individual-level TWAS and PWAS on six white blood cell-related traits in AOU Biobank individuals (n=86k), and identify 44 more genes compared with baselines, further highlighting its benefits in identifying genes relevant for complex disease risk. Overall, SuShiE provides new insights into thecis-genetic architecture of molecular traits.",5.88513077723374e-15
38658550,Large-scale cross-ancestry genome-wide meta-analysis of serum urate.,Nat Commun,"Hyperuricemia is an essential causal risk factor for gout and is associated with cardiometabolic diseases. Given the limited contribution of East Asian ancestry to genome-wide association studies of serum urate, the genetic architecture of serum urate requires exploration. A large-scale cross-ancestry genome-wide association meta-analysis of 1,029,323 individuals and ancestry-specific meta-analysis identifies a total of 351 loci, including 17 previously unreported loci. The genetic architecture of serum urate control is similar between European and East Asian populations. A transcriptome-wide association study, enrichment analysis, and colocalization analysis in relevant tissues identify candidate serum urate-associated genes, including CTBP1, SKIV2L, and WWP2. A phenome-wide association study using polygenic risk scores identifies serum urate-correlated diseases including heart failure and hypertension. Mendelian randomization and mediation analyses show that serum urate-associated genes might have a causal relationship with serum urate-correlated diseases via mediation effects. This study elucidates our understanding of the genetic architecture of serum urate control.© 2024. The Author(s).",0.9999412795706525
