pmid,title,source,abstract
38559770,Exposure to air pollution is associated with DNA methylation changes in sperm.,Environ Epigenet,"Exposure to air pollutants has been associated with adverse health outcomes in adults and children who were prenatally exposed. In addition to reducing exposure to air pollutants, it is important to identify their biologic targets in order to mitigate the health consequences of exposure. One molecular change associated with prenatal exposure to air pollutants is DNA methylation (DNAm), which has been associated with changes in placenta and cord blood tissues at birth. However, little is known about how air pollution exposure impacts the sperm epigenome, which could provide important insights into the mechanism of transmission to offspring. In the present study, we explored whether exposure to particulate matter less than 2.5 microns in diameter, particulate matter less than 10 microns in diameter, nitrogen dioxide (NO2), or ozone (O3) was associated with DNAm in sperm contributed by participants in the Early Autism Risk Longitudinal Investigation prospective pregnancy cohort. Air pollution exposure measurements were calculated as the average exposure for each pollutant measured within 4 weeks prior to the date of sample collection. Using array-based genome-scale methylation analyses, we identified 80, 96, 35, and 67 differentially methylated regions (DMRs) significantly associated with particulate matter less than 2.5 microns in diameter, particulate matter less than 10 microns in diameter, NO2, and O3,respectively. While no DMRs were associated with exposure to all four pollutants, we found that genes overlapping exposure-related DMRs had a shared enrichment for gene ontology biological processes related to neurodevelopment. Together, these data provide compelling support for the hypothesis that paternal exposure to air pollution impacts DNAm in sperm, particularly in regions implicated in neurodevelopment.© The Author(s) 2024. Published by Oxford University Press."
38692281,Blood-based epigenome-wide analyses of chronic low-grade inflammation across diverse population cohorts.,Cell Genom,"Chronic inflammation is a hallmark of age-related disease states. The effectiveness of inflammatory proteins including C-reactive protein (CRP) in assessing long-term inflammation is hindered by their phasic nature. DNA methylation (DNAm) signatures of CRP may act as more reliable markers of chronic inflammation. We show that inter-individual differences in DNAm capture 50% of the variance in circulating CRP (N = 17,936, Generation Scotland). We develop a series of DNAm predictors of CRP using state-of-the-art algorithms. An elastic-net-regression-based predictor outperformed competing methods and explained 18% of phenotypic variance in the Lothian Birth Cohort of 1936 (LBC1936) cohort, doubling that of existing DNAm predictors. DNAm predictors performed comparably in four additional test cohorts (Avon Longitudinal Study of Parents and Children, Health for Life in Singapore, Southall and Brent Revisited, and LBC1921), including for individuals of diverse genetic ancestry and different age groups. The best-performing predictor surpassed assay-measured CRP and a genetic score in its associations with 26 health outcomes. Our findings forge new avenues for assessing chronic low-grade inflammation in diverse populations.Copyright © 2024 The Authors. Published by Elsevier Inc. All rights reserved."
38741114,DNA methylation signatures of youth-onset type 2 diabetes and exposure to maternal diabetes.,Clin Epigenetics,"Youth-onset type 2 diabetes (T2D) is physiologically distinct from adult-onset, but it is not clear how the two diseases differ at a molecular level. In utero exposure to maternal type 2 diabetes (T2D) is known to be a specific risk factor for youth-onset T2D. DNA methylation (DNAm) changes associated with T2D but which differ between youth- and adult-onset might delineate the impacts of T2D development at different ages and could also determine the contribution of exposure to in utero diabetes.We performed an epigenome-wide analysis of DNAm on whole blood from 218 youth with T2D and 77 normoglycemic controls from the iCARE (improving renal Complications in Adolescents with type 2 diabetes through REsearch) cohort. Associations were tested using multiple linear regression models while adjusting for maternal diabetes, sex, age, BMI, smoking status, second-hand smoking exposure, cell-type proportions and genetic ancestry.We identified 3830 differentially methylated sites associated with youth T2D onset, of which 3794 were moderately (adjusted p-value < 0.05 and effect size estimate > 0.01) associated and 36 were strongly (adjusted p-value < 0.05 and effect size estimate > 0.05) associated. A total of 3725 of these sites were not previously reported in the EWAS Atlas as associated with T2D, adult obesity or youth obesity. Moreover, three CpGs associated with youth-onset T2D in the PFKFB3 gene were also associated with maternal T2D exposure (FDR < 0.05 and effect size > 0.01). This is the first study to link PFKFB3 and T2D in youth.Our findings support that T2D in youth has different impacts on DNAm than adult-onset, and suggests that changes in DNAm could provide an important link between in utero exposure to maternal diabetes and the onset of T2D.© 2024. The Author(s)."
38574408,Enhanced resolution profiling in twins reveals differential methylation signatures of type 2 diabetes with links to its complications.,EBioMedicine,"Type 2 diabetes (T2D) susceptibility is influenced by genetic and environmental factors. Previous findings suggest DNA methylation as a potential mechanism in T2D pathogenesis and progression.We profiled DNA methylation in 248 blood samples from participants of European ancestry from 7 twin cohorts using a methylation sequencing platform targeting regulatory genomic regions encompassing 2,048,698 CpG sites.We find and replicate 3 previously unreported T2D differentially methylated CpG positions (T2D-DMPs) at FDR 5% in RGL3, NGB and OTX2, and 20 signals at FDR 25%, of which 14 replicated. Integrating genetic variation and T2D-discordant monozygotic twin analyses, we identify both genetic-based and genetic-independent T2D-DMPs. The signals annotate to genes with established GWAS and EWAS links to T2D and its complications, including blood pressure (RGL3) and eye disease (OTX2).The results help to improve our understanding of T2D disease pathogenesis and progression and may provide biomarkers for its complications.Funding acknowledgements for each cohort can be found in the Supplementary Note.Copyright © 2024 The Author(s). Published by Elsevier B.V. All rights reserved."
38724732,Quantifying the stochastic component of epigenetic aging.,Nat Aging,"DNA methylation clocks can accurately estimate chronological age and, to some extent, also biological age, yet the process by which age-associated DNA methylation (DNAm) changes are acquired appears to be quasi-stochastic, raising a fundamental question: how much of an epigenetic clock's predictive accuracy could be explained by a stochastic process of DNAm change? Here, using DNAm data from sorted immune cells, we build realistic simulation models, subsequently demonstrating in over 22,770 sorted and whole-blood samples from 25 independent cohorts that approximately 66-75% of the accuracy underpinning Horvath's clock could be driven by a stochastic process. This fraction increases to 90% for the more accurate Zhang's clock, but is lower (63%) for the PhenoAge clock, suggesting that biological aging is reflected by nonstochastic processes. Confirming this, we demonstrate that Horvath's age acceleration in males and PhenoAge's age acceleration in severe coronavirus disease 2019 cases and smokers are not driven by an increased rate of stochastic change but by nonstochastic processes. These results significantly deepen our understanding and interpretation of epigenetic clocks.© 2024. The Author(s)."
38559237,What makes clocks tick? Characterizing developmental dynamics of adult epigenetic clock sites.,bioRxiv,"DNA methylation (DNAm) at specific sites can be used to calculate 'epigenetic clocks', which in adulthood are used as indicators of age(ing). However, little is known about how these clock sites 'behave' during development and what factors influence their variability in early life. This knowledge could be used to optimize healthy aging well before the onset of age-related conditions. Here, we leveraged results from two longitudinal population-based cohorts (N=5,019 samples from 2,348 individuals) to characterize trajectories of adult clock sites from birth to early adulthood. We find that clock sites (i) diverge widely in their developmental trajectories, often showing non-linear change over time; (ii) are substantially more likely than non-clock sites to vary between individuals already from birth, differences that are predictive of DNAm variation at later ages; and (iii) show enrichment for genetic and prenatal environmental exposures, supporting an early-origins perspective to epigenetic aging."
38588424,Pregnancy is linked to faster epigenetic aging in young women.,Proc Natl Acad Sci U S A,"A central prediction of evolutionary theory is that energy invested into reproduction comes at the expense of somatic maintenance and repair, accelerating biological aging. Supporting this prediction are findings that high fertility among women predicts shorter lifespan and poorer health later in life. However, biological aging is thought to begin before age-related health declines, limiting the applicability of morbidity and mortality for studying the aging process earlier in life. Here, we examine the relationship between reproductive history and biological aging in a sample of young (20 to 22yo) men and women from the Cebu Longitudinal Health and Nutrition Survey, located in the Philippines (n = 1,735). We quantify biological aging using six measures, collectively known as epigenetic clocks, reflecting various facets of cellular aging, health, and mortality risk. In a subset of women, we test whether longitudinal changes in gravidity between young and early-middle adulthood (25 to 31yo) are associated with changes in epigenetic aging during that time. Cross-sectionally, gravidity was associated with all six measures of accelerated epigenetic aging in women (n = 825). Furthermore, longitudinal increases in gravidity were linked to accelerated epigenetic aging in two epigenetic clocks (n = 331). In contrast, the number of pregnancies a man reported fathering was not associated with epigenetic aging among same-aged cohort men (n = 910). These effects were robust to socioecological, environmental, and immunological factors, consistent with the hypothesis that pregnancy accelerates biological aging and that these effects can be detected in young women in a high-fertility context."
38721773,Neuroimaging and epigenetic analysis reveal novel epigenetic loci in major depressive disorder.,Psychol Med,"Epigenetic modifications, such as DNA methylation, contribute to the pathophysiology of major depressive disorder (MDD). This study aimed to identify novel MDD-associated epigenetic loci using DNA methylation profiles and explore the correlations between epigenetic loci and cortical thickness changes in patients with MDD.A total of 350 patients with MDD and 161 healthy controls (HCs) were included in the epigenome-wide association studies (EWAS). We analyzed methylation, copy number alteration (CNA), and gene network profiles in the MDD group. A total of 234 patients with MDD and 135 HCs were included in neuroimaging methylation analysis. Pearson's partial correlation analysis was used to estimate the correlation between cortical thickness of brain regions and DNA methylation levels of the loci.In total, 2018 differentially methylated probes (DMPs) and 351 differentially methylated regions (DMRs) were identified. DMP-related genes were enriched in two networks involved in the central nervous system. In neuroimaging analysis, patients with MDD showed cortical thinning in the prefrontal regions and cortical thickening in several occipital regions. Cortical thickness of the left ventrolateral prefrontal cortex (VLPFC, i.e. pars triangularis) was negatively correlated with eight DMPs associated with six genes (EML6,ZFP64,CLSTN3,KCNMA1,TAOK2, andNT5E).Through combining DNA methylation and neuroimaging analyses, negative correlations were identified between the cortical thickness of the left VLPFC and DNA methylation levels of eight DMPs. Our findings could improve our understanding of the pathophysiology of MDD."
38571307,Methylation patterns associated with C-reactive protein in racially and ethnically diverse populations.,Epigenetics,"Systemic low-grade inflammation is a feature of chronic disease. C-reactive protein (CRP) is a common biomarker of inflammation and used as an indicator of disease risk; however, the role of inflammation in disease is not completely understood. Methylation is an epigenetic modification in the DNA which plays a pivotal role in gene expression. In this study we evaluated differential DNA methylation patterns associated with blood CRP level to elucidate biological pathways and genetic regulatory mechanisms to improve the understanding of chronic inflammation. The racially and ethnically diverse participants in this study were included as 50% White, 41% Black or African American, 7% Hispanic or Latino/a, and 2% Native Hawaiian, Asian American, American Indian, or Alaska Native (totaln = 13,433) individuals. We replicated 113 CpG sites from 87 unique loci, of which five were novel (CADM3,NALCN, NLRC5, ZNF792, and cg03282312), across a discovery set of 1,150 CpG sites associated with CRP level (p < 1.2E-7). The downstream pathways affected by DNA methylation included the identification ofIFI16andIRF7CpG-gene transcript pairs which contributed to the innate immune response gene enrichment pathway along withNLRC5,NOD2, andAIM2. Gene enrichment analysis also identified the nuclear factor-kappaB transcription pathway. Using two-sample Mendelian randomization (MR) we inferred methylation at three CpG sites as causal for CRP levels using both White and Black or African American MR instrument variables. Overall, we identified novel CpG sites and gene transcripts that could be valuable in understanding the specific cellular processes and pathogenic mechanisms involved in inflammation."
38702538,The 1+Million Genomes Minimal Dataset for Cancer.,Nat Genet,NA
38714860,The emerging role of tandem repeats in complex traits.,Nat Rev Genet,NA
38724736,Aging clocks based on accumulating stochastic variation.,Nat Aging,"Aging clocks have provided one of the most important recent breakthroughs in the biology of aging, and may provide indicators for the effectiveness of interventions in the aging process and preventive treatments for age-related diseases. The reproducibility of accurate aging clocks has reinvigorated the debate on whether a programmed process underlies aging. Here we show that accumulating stochastic variation in purely simulated data is sufficient to build aging clocks, and that first-generation and second-generation aging clocks are compatible with the accumulation of stochastic variation in DNA methylation or transcriptomic data. We find that accumulating stochastic variation is sufficient to predict chronological and biological age, indicated by significant prediction differences in smoking, calorie restriction, heterochronic parabiosis and partial reprogramming. Although our simulations may not explicitly rule out a programmed aging process, our results suggest that stochastically accumulating changes in any set of data that have a ground state at age zero are sufficient for generating aging clocks.© 2024. The Author(s)."
38685057,imply: improving cell-type deconvolution accuracy using personalized reference profiles.,Genome Med,"Using computational tools, bulk transcriptomics can be deconvoluted to estimate the abundance of constituent cell types. However, existing deconvolution methods are conditioned on the assumption that the whole study population is served by a single reference panel, ignoring person-to-person heterogeneity. Here, we present imply, a novel algorithm to deconvolute cell type proportions using personalized reference panels. Simulation studies demonstrate reduced bias compared with existing methods. Real data analyses on longitudinal consortia show disparities in cell type proportions are associated with several disease phenotypes in Type 1 diabetes and Parkinson's disease. imply is available through the R/Bioconductor package ISLET at https://bioconductor.org/packages/ISLET/ .© 2024. The Author(s)."
38645061,Cross-platform proteomics signatures of extreme old age.,bioRxiv,"In previous work we used a Somalogic platform targeting approximately 5000 proteins to generate a serum protein signature of centenarians that we validated in independent studies that used the same technology. We set here to validate and possibly expand the results by profiling the serum proteome of a subset of individuals included in the original study using liquid chromatography tandem mass spectrometry (LC-MS/MS). Following pre-processing, the LC-MS/MS data provided quantification of 398 proteins, with only 266 proteins shared by both platforms. At 1% FDR statistical significance threshold, the analysis of LC-MS/MS data detected 44 proteins associated with extreme old age, including 23 of the original analysis. To identify proteins for which associations between expression and extreme-old age were conserved across platforms, we performed inter-study conservation testing of the 266 proteins quantified by both platforms using a method that accounts for the correlation between the results. From these tests, a total of 80 proteins reached 5% FDR statistical significance, and 26 of these proteins had concordant pattern of gene expression in whole blood. This signature of 80 proteins points to blood coagulation, IGF signaling, extracellular matrix (ECM) organization, and complement cascade as important pathways whose protein level changes provide evidence for age-related adjustments that distinguish centenarians from younger individuals."
