"pmid","title","source","abstract"
"37654076","Integration of EpiSign, facial phenotyping, and likelihood ratio interpretation of clinical abnormalities in the re-classification of an ARID1B missense variant.","Am J Med Genet C Semin Med Genet","Heterozygous ARID1B variants result in Coffin-Siris syndrome. Features may include hypoplastic nails, slow growth, characteristic facial features, hypotonia, hypertrichosis, and sparse scalp hair. Most reported cases are due to ARID1B loss of function variants. We report a boy with developmental delay, feeding difficulties, aspiration, recurrent respiratory infections, slow growth, and hypotonia without a clinical diagnosis, where a previously unreported ARID1B missense variant was classified as a variant of uncertain significance. The pathogenicity of this variant was refined through combined methodologies including genome-wide methylation signature analysis (EpiSign), Machine Learning (ML) facial phenotyping, and LIRICAL. Trio exome sequencing and EpiSign were performed. ML facial phenotyping compared facial images using FaceMatch and GestaltMatcher to syndrome-specific libraries to prioritize the trio exome bioinformatic pipeline gene list output. Phenotype-driven variant prioritization was performed with LIRICAL. A de novo heterozygous missense variant, ARID1B p.(Tyr1268His), was reported as a variant of uncertain significance. The ACMG classification was refined to likely pathogenic by a supportive methylation signature, ML facial phenotyping, and prioritization through LIRICAL. The ARID1B genotype-phenotype has been expanded through an extended analysis of missense variation through genome-wide methylation signatures, ML facial phenotyping, and likelihood-ratio gene prioritization.© 2023 The Authors. American Journal of Medical Genetics Part C: Seminars in Medical Genetics published by Wiley Periodicals LLC."
"37653866","6mA DNA Methylation on Genes in Plants Is Associated with Gene Complexity, Expression and Duplication.","Plants (Basel)","N6-methyladenine (6mA) DNA methylation has emerged as an important epigenetic modification in eukaryotes. Nevertheless, the evolution of the 6mA methylation of homologous genes after species and after gene duplications remains unclear in plants. To understand the evolution of 6mA methylation, we detected the genome-wide 6mA methylation patterns of four lotus plants (Nelumbo nucifera) from different geographic origins by nanopore sequencing and compared them to patterns inArabidopsisand rice. Within lotus, the genomic distributions of 6mA sites are different from the widely studied 5mC methylation sites. Consistently, in lotus,Arabidopsisand rice, 6mA sites are enriched around transcriptional start sites, positively correlated with gene expression levels, and preferentially retained in highly and broadly expressed orthologs with longer gene lengths and more exons. Among different duplicate genes, 6mA methylation is significantly more enriched and conserved in whole-genome duplicates than in local duplicates. Overall, our study reveals the convergent patterns of 6mA methylation evolution based on both lineage and duplicate gene divergence, which underpin their potential role in gene regulatory evolution in plants."
"37652983","Young SINEs in pig genomes impact gene regulation, genetic diversity, and complex traits.","Commun Biol","Transposable elements (TEs) are a major source of genetic polymorphisms and play a role in chromatin architecture, gene regulatory networks, and genomic evolution. However, their functional role in pigs and contributions to complex traits are largely unknown. We created a catalog of TEs (n = 3,087,929) in pigs and found that young SINEs were predominantly silenced by histone modifications, DNA methylation, and decreased accessibility. However, some transcripts from active young SINEs showed high tissue-specificity, as confirmed by analyzing 3570 RNA-seq samples. We also detected 211,067 dimorphic SINEs in 374 individuals, including 340 population-specific ones associated with local adaptation. Mapping these dimorphic SINEs to genome-wide associations of 97 complex traits in pigs, we found 54 candidate genes (e.g., ANK2 and VRTN) that might be mediated by TEs. Our findings highlight the important roles of young SINEs and provide a supplement for genotype-to-phenotype associations and modern breeding in pigs.© 2023. Springer Nature Limited."
"37652023","Blood-based genome-wide DNA methylation correlations across body-fat- and adiposity-related biochemical traits.","Am J Hum Genet","The recent increase in obesity levels across many countries is likely to be driven by nongenetic factors. The epigenetic modification DNA methylation (DNAm) may help to explore this, as it is sensitive to both genetic and environmental exposures. While the relationship between DNAm and body-fat traits has been extensively studied, there is limited literature on the shared associations of DNAm variation across such traits. Akin to genetic correlation estimates, here, we introduce an approach to evaluate the similarities in DNAm associations between traits: DNAm correlations. As DNAm can be both a cause and consequence of complex traits, DNAm correlations have the potential to provide insights into trait relationships above that currently obtained from genetic and phenotypic correlations. Utilizing 7,519 unrelated individuals from Generation Scotland with DNAm from the EPIC array, we calculated DNAm correlations between body-fat- and adiposity-related traits by using the bivariate OREML framework in the OSCA software. For each trait, we also estimated the shared contribution of DNAm between sexes. We identified strong, positive DNAm correlations between each of the body-fat traits (BMI, body-fat percentage, and waist-to-hip ratio, ranging from 0.96 to 1.00), finding larger associations than those identified by genetic and phenotypic correlations. We identified a significant deviation from 1 in the DNAm correlations for BMI between males and females, with sex-specific DNAm changes associated with BMI identified at eight DNAm probes. Employing genome-wide DNAm correlations to evaluate the similarities in the associations of DNAm with complex traits has provided insight into obesity-related traits beyond that provided by genetic correlations.Copyright © 2023 American Society of Human Genetics. Published by Elsevier Inc. All rights reserved."
"37650641","Widespread effects of DNA methylation and intra-motif dependencies revealed by novel transcription factor binding models.","Nucleic Acids Res","Several studies suggested that transcription factor (TF) binding to DNA may be impaired or enhanced by DNA methylation. We present MeDeMo, a toolbox for TF motif analysis that combines information about DNA methylation with models capturing intra-motif dependencies. In a large-scale study using ChIP-seq data for 335 TFs, we identify novel TFs that show a binding behaviour associated with DNA methylation. Overall, we find that the presence of CpG methylation decreases the likelihood of binding for the majority of methylation-associated TFs. For a considerable subset of TFs, we show that intra-motif dependencies are pivotal for accurately modelling the impact of DNA methylation on TF binding. We illustrate that the novel methylation-aware TF binding models allow to predict differential ChIP-seq peaks and improve the genome-wide analysis of TF binding. Our work indicates that simplistic models that neglect the effect of DNA methylation on DNA binding may lead to systematic underperformance for methylation-associated TFs.© The Author(s) 2023. Published by Oxford University Press on behalf of Nucleic Acids Research."
"37650637","A genetic screen identifies BEND3 as a regulator of bivalent gene expression and global DNA methylation.","Nucleic Acids Res","Epigenetic mechanisms are essential to establish and safeguard cellular identities in mammals. They dynamically regulate the expression of genes, transposable elements and higher-order chromatin structures. Consequently, these chromatin marks are indispensable for mammalian development and alterations often lead to disease, such as cancer. Bivalent promoters are especially important during differentiation and development. Here we used a genetic screen to identify new regulators of a bivalent repressed gene. We identify BEND3 as a regulator of hundreds of bivalent promoters, some of which it represses, and some of which it activates. We show that BEND3 is recruited to a CpG-containg consensus site that is present in multiple copies in many bivalent promoters. Besides having direct effect on the promoters it binds, the loss of BEND3 leads to genome-wide gains of DNA methylation, which are especially marked at regions normally protected by the TET enzymes. DNA hydroxymethylation is reduced in Bend3 mutant cells, possibly as consequence of altered gene expression leading to diminished alpha-ketoglutarate production, thus lowering TET activity. Our results clarify the direct and indirect roles of an important chromatin regulator, BEND3, and, more broadly, they shed light on the regulation of bivalent promoters.© The Author(s) 2023. Published by Oxford University Press on behalf of Nucleic Acids Research."
"37650127","Genome-wide methylation profiling identified methylated KCNA3 and OTOP2 as promising diagnostic markers for esophageal squamous cell carcinoma.","Chin Med J (Engl)","Early detection of esophageal squamous cell carcinoma (ESCC) can considerably improve the prognosis of patients. Aberrant cell-free DNA (cfDNA) methylation signatures are a promising tool for detecting ESCC. However, available markers based on cell-free DNA methylation are still inadequate. This study aimed to identify ESCC-specific cfDNA methylation markers and evaluate the diagnostic performance in the early detection of ESCC.We performed whole-genome bisulfite sequencing (WGBS) for 24 ESCC tissues and their normal adjacent tissues. Based on the WGBS data, we identified 21,469,837 eligible CpG sites (CpGs). By integrating several methylation datasets, we identified several promising ESCC-specific cell-free DNA methylation markers. Finally, we developed a dual-marker panel based on methylated KCNA3 and OTOP2, and then, we evaluated its performance in our training and validation cohorts.The ESCC diagnostic model constructed based on KCNA3 and OTOP2 had an AUC of 0.91 [95% CI: 0.85-0.95], and an optimal sensitivity and specificity of 84.91% and 94.32%, respectively, in the training cohort. In the independent validation cohort, the AUC was 0.88 [95% CI: 0.83-0.92], along with an optimal sensitivity of 81.5% and specificity of 92.9%. The model sensitivity for stage I-II ESCC was 78.4%, which was slightly lower than the sensitivity of the model (85.7%) for stage III-IV ESCC.The dual-target panel based on cfDNA showed excellent performance for detecting ESCC and might be an alternative strategy for screening ESCC.Copyright © 2023 The Chinese Medical Association, produced by Wolters Kluwer, Inc. under the CC-BY-NC-ND license."
"37649326","Pan-cancer analysis of genome-wide methylation profiling discover type-specific markers targeting circulating free DNA for the detection of colorectal cancer.","Clin Transl Med",NA
"37649101",NA,NA,"Experimental studies suggest that exposures may impact respiratory health across generations via epigenetic changes transmitted specifically through male germ cells. Studies in humans are, however, limited. We aim to identify epigenetic marks in offspring associated with father's preconception smoking.We conducted epigenome-wide association studies (EWAS) in the RHINESSA cohort (7-50 years) on father's any preconception smoking (n = 875 offspring) and father's pubertal onset smoking < 15 years (n = 304), using Infinium MethylationEPIC Beadchip arrays, adjusting for offspring age, own smoking and maternal smoking. EWAS of maternal and offspring personal smoking were performed for comparison. Father's smoking-associated dmCpGs were checked in subpopulations of offspring who reported no personal smoking and no maternal smoking exposure.Father's smoking commencing preconception was associated with methylation of blood DNA in offspring at two cytosine-phosphate-guanine sites (CpGs) (false discovery rate (FDR) < 0.05) in PRR5 and CENPP. Father's pubertal onset smoking was associated with 19 CpGs (FDR < 0.05) mapped to 14 genes (TLR9, DNTT, FAM53B, NCAPG2, PSTPIP2, MBIP, C2orf39, NTRK2, DNAJC14, CDO1, PRAP1, TPCN1, IRS1 and CSF1R). These differentially methylated sites were hypermethylated and associated with promoter regions capable of gene silencing. Some of these sites were associated with offspring outcomes in this cohort including ever-asthma (NTRK2), ever-wheezing (DNAJC14, TPCN1), weight (FAM53B, NTRK2) and BMI (FAM53B, NTRK2) (p < 0.05). Pathway analysis showed enrichment for gene ontology pathways including regulation of gene expression, inflammation and innate immune responses. Father's smoking-associated sites did not overlap with dmCpGs identified in EWAS of personal and maternal smoking (FDR < 0.05), and all sites remained significant (p < 0.05) in analyses of offspring with no personal smoking and no maternal smoking exposure.Father's preconception smoking, particularly in puberty, is associated with offspring DNA methylation, providing evidence that epigenetic mechanisms may underlie epidemiological observations that pubertal paternal smoking increases risk of offspring asthma, low lung function and obesity.© 2023. BioMed Central Ltd., part of Springer Nature."
"37648910","MLACNN: an attention mechanism-based CNN architecture for predicting genome-wide DNA methylation.","Theory Biosci","Methylation is an important epigenetic regulation of methylation genes that plays a crucial role in regulating biological processes. While traditional methods for detecting methylation in biological experiments are constantly improving, the development of artificial intelligence has led to the emergence of deep learning and machine learning methods as a new trend. However, traditional machine learning-based methods rely heavily on manual feature extraction, and most deep learning methods for studying methylation extract fewer features due to their simple network structures. To address this, we propose a bottomneck network based on an attention mechanism and use new methods to ensure that the deep network can learn more effective features while minimizing overfitting. This approach enables the model to learn more features from nucleotide sequences and make better predictions of methylation. The model uses three coding methods to encode the original DNA sequence and then applies feature fusion based on attention mechanisms to obtain the best fusion method. Our results demonstrate that MLACNN outperforms previous methods and achieves more satisfactory performance.© 2023. The Author(s)."
"37648814",NA,NA,"Recent exome-wide studies discovered frequent somatic mutations in the epigenetic modifier ZNF217 in primary mediastinal B cell lymphoma (PMBCL) and related disorders. As functional consequences of ZNF217 alterations remain unknown, we comprehensively evaluated their impact in PMBCL. Targeted sequencing identified genetic lesions affecting ZNF217 in 33% of 157 PMBCL patients. Subsequent gene expression profiling (n = 120) revealed changes in cytokine and interferon signal transduction in ZNF217-aberrant PMBCL cases. In vitro, knockout of ZNF217 led to changes in chromatin accessibility interfering with binding motifs for crucial lymphoma-associated transcription factors. This led to disturbed expression of interferon-responsive and inflammation-associated genes, altered cell behavior, and aberrant differentiation. Mass spectrometry demonstrates that ZNF217 acts within a histone modifier complex containing LSD1, CoREST and HDAC and interferes with H3K4 methylation and H3K27 acetylation. Concluding, our data suggest non-catalytic activity of ZNF217, which directs histone modifier complex function and controls B cell differentiation-associated patterns of chromatin structure.© 2023. The Author(s)."
"37647650","GraphCpG: Imputation of Single-cell Methylomes Based on Locus-aware Neighboring Subgraphs.","Bioinformatics","Single-cell DNA methylation sequencing can assay DNA methylation at single-cell resolution. However, incomplete coverage compromises related downstream analyses, outlining the importance of imputation techniques. With a rising number of cell samples in recent large datasets, scalable and efficient imputation models are critical to addressing the sparsity for genome-wide analyses.We proposed a novel graph-based deep learning approach to impute methylation matrices based on locus-aware neighboring subgraphs with locus-aware encoding orienting on one cell type. Merely using the CpGs methylation matrix, the obtained GraphCpG outperforms previous methods on datasets containing more than hundreds of cells and achieves competitive performance on smaller datasets, with subgraphs of predicted sites visualized by retrievable bipartite graphs. Besides better imputation performance with increasing cell num, it significantly reduces computation time and demonstrates improvement in downstream analysis.The source code is freely available at https://github.com/yuzhong-deng/graphcpg.git.Supplementary data are available at Bioinformatics online.© The Author(s) 2023. Published by Oxford University Press."
