"pmid","title","source","abstract"
"35039565","Methylation statuses of NCOR2, PARK2, and ZSCAN12 signify densities of tumor-infiltrating lymphocytes in gastric carcinoma.","Sci Rep","Individual cell types of human tissues have their own CpG site methylation profiles, which might be utilized for the development of methylation markers to denote tumor-infiltrating lymphocytes (TILs). We aimed to develop DNA methylation markers that recapitulate the densities of TILs in gastric carcinoma (GC). Through genome-wide methylation profiling, NCOR2, PARK2, and ZSCAN12 were found to be highly methylated in CD3-positive and CD8-positive cells and rarely methylated in tumor cells. Scores of the three methylation markers were analyzed for their relationship with the overall survival and recurrence-free survival of patients with advanced GC (n = 471). The scores of three methylation markers were closely associated with densities of CD3-positive or CD8-positive cells at the tumor center or invasive front of GCs and found to be a significant prognostic factor in univariate analysis of overall survival and recurrence-free survival. In multivariate analysis, the highest score showed hazard ratios of 0.513 (CI 0.306-0.857) and 0.434 (CI 0.261-0.720) for overall survival and recurrence-free survival, respectively. The findings suggest that methylation markers signifying TILs might be utilized for the recapitulation of TIL density in GCs and serve as biomarkers for predicting prognosis in patients with GC.© 2022. The Author(s)."
"35039062","Blood-based epigenome-wide analyses of cognitive abilities.","Genome Biol","Blood-based markers of cognitive functioning might provide an accessible way to track neurodegeneration years prior to clinical manifestation of cognitive impairment and dementia.Using blood-based epigenome-wide analyses of general cognitive function, we show that individual differences in DNA methylation (DNAm) explain 35.0% of the variance in general cognitive function (g). A DNAm predictor explains ~4% of the variance, independently of a polygenic score, in two external cohorts. It also associates with circulating levels of neurology- and inflammation-related proteins, global brain imaging metrics, and regional cortical volumes.As sample sizes increase, the ability to assess cognitive function from DNAm data may be informative in settings where cognitive testing is unreliable or unavailable.© 2022. The Author(s)."
"35038982","An integrative analysis of DNA methylation and transcriptome showed the dysfunction of MAPK pathway was involved in the damage of human chondrocyte induced by T-2 toxin.","BMC Mol Cell Biol","T-2 toxin is thought to induce the growth plate and articular cartilage damage of Kashin-Beck disease (KBD), an endemic osteochondropathy in China. This study aims to explore the potential underlying mechanism of such toxic effects by integrating DNA methylation and gene expression profiles.In this study, C28/I2 chondrocytes were treated with T-2 toxin (5 ng/mL) for 24 h and 72 h. Global DNA methylation level of chondrocyte was tested by Enzyme-Linked Immuno Sorbent Assay. Genome-wide DNA methylation and expression profiles were detected using Illumina Infinium HumanMethylation850 BeadChip and RNA-seq technique, respectively. Differentially methylated genes (DMGs) and differentially expressed genes (DEGs) were identified mainly for two stages including 24 h group versus Control group and 72 h group versus 24 h group. Gene Ontology (GO) and Kyoto Encyclopedia of Genes and Genomes pathway enrichment analyses were performed by Metascape. DMGs and DEGs were further validated by Sequenom MassARRAY system and quantitative real-time polymerase chain reaction.The global DNA methylation levels of chondrocytes exposed to T-2 toxin were significantly increased (P < 0.05). For 24 h group versus Control group (24 VS C), 189 DEGs and 590 DMGs were identified, and 4 of them were overlapping. For 72 h group versus 24 h group (72 VS 24), 1671 DEGs and 637 DMGs were identified, and 45 of them were overlapping. The enrichment analysis results of DMGs and DEGs both showed that MAPK was the one of the mainly involved signaling pathways in the regulation of chondrocytes after T-2 toxin exposure (DEGs: P24VSc = 1.62 × 10- 7; P72VS24 = 1.20 × 10- 7; DMGs: P24VSc = 0.0056; P72VS24 = 3.80 × 10- 5).The findings depicted a landscape of genomic methylation and transcriptome changes of chondrocytes after T-2 toxin exposure and suggested that dysfunction of MAPK pathway may play important roles in the chondrocytes damage induced by T-2 toxin, which could provide new clues for understanding the potential biological mechanism of KBD cartilage damage induced by T-2 toxin.© 2022. The Author(s)."
"35037016","Comethyl: a network-based methylome approach to investigate the multivariate nature of health and disease.","Brief Bioinform","Health outcomes are frequently shaped by difficult to dissect inter-relationships between biological, behavioral, social and environmental factors. DNA methylation patterns reflect such multivariate intersections, providing a rich source of novel biomarkers and insight into disease etiologies. Recent advances in whole-genome bisulfite sequencing enable investigation of DNA methylation over all genomic CpGs, but existing bioinformatic approaches lack accessible system-level tools. Here, we develop the R package Comethyl, for weighted gene correlation network analysis of user-defined genomic regions that generates modules of comethylated regions, which are then tested for correlations with multivariate sample traits. First, regions are defined by CpG genomic location or regulatory annotation and filtered based on CpG count, sequencing depth and variability. Next, correlation networks are used to find modules of interconnected nodes using methylation values within the selected regions. Each module containing multiple comethylated regions is reduced in complexity to a single eigennode value, which is then tested for correlations with experimental metadata. Comethyl has the ability to cover the noncoding regulatory regions of the genome with high relevance to interpretation of genome-wide association studies and integration with other types of epigenomic data. We demonstrate the utility of Comethyl on a dataset of male cord blood samples from newborns later diagnosed with autism spectrum disorder (ASD) versus typical development. Comethyl successfully identified an ASD-associated module containing regions mapped to genes enriched for brain glial functions. Comethyl is expected to be useful in uncovering the multivariate nature of health disparities for a variety of common disorders. Comethyl is available at github.com/cemordaunt/comethyl with complete documentation and example analyses.© The Author(s) 2022. Published by Oxford University Press."
"35036834","Differential DNA Methylation by Hispanic Ethnicity Among Firefighters in the United States.","Epigenet Insights","Firefighters are exposed to a variety of environmental hazards and are at increased risk for multiple cancers. There is evidence that risks differ by ethnicity, yet the biological or environmental differences underlying these differences are not known. DNA methylation is one type of epigenetic regulation that is altered in cancers. In this pilot study, we profiled DNA methylation with the Infinium MethylationEPIC in blood leukocytes from 31 Hispanic white and 163 non-Hispanic white firefighters. We compared DNA methylation (1) at 12 xenobiotic metabolizing genes and (2) at all loci on the array (>740 000), adjusting for confounders. Five of the xenobiotic metabolizing genes were differentially methylated at a rawP-value <.05 when comparing the 2 ethnic groups, yet were not statistically significant at a 5% false discovery rate (q-value <.05). In the epigenome-wide analysis, 76 loci exhibited DNA methylation differences atq < .05. Among these, 3 CpG sites in the promoter region of the biotransformation geneSULT1C2had lower methylation in Hispanic compared to non-Hispanic firefighters. Other differentially methylated loci included genes that have been implicated in carcinogenesis in published studies (FOXK2, GYLTL1B, ZBTB16, ARHGEF10, and more). In this pilot study, we report differential DNA methylation between Hispanic and non-Hispanic firefighters in xenobiotic metabolism genes and other genes with functions related to cancer. Epigenetic susceptibility by ethnicity merits further study as this may alter risk for cancers linked to toxic exposures.© The Author(s) 2021."
"35035227","Hypermethylation Effects of Yiqihuoxue Decoction in Diabetic Atherosclerosis Using Genome-Wide DNA Methylation Analyses.","J Inflamm Res","To investigate if a traditional Chinese medicine formulation, called ""Yiqihuoxue"" (YQHX), could improve diabetic atherosclerosis (DA) and explore potential mechanisms based on DNA methylation.Apolipoprotein E-knockout mice were administered streptozotocin (50 mg/d, i.p.) for 5 days and fed a high-fat diet for 16 weeks. Mice were divided randomly into DA model, rosiglitazone, as well as low-, medium-, and high-dose YQHX groups. Ten healthy C57BL/6J mice were the control group. Serum levels of fasting insulin, blood glucose, homeostasis model-insulin resistance index (HOMA-IR), serum lipids, and inflammatory factors were analyzed after the final treatment. Aorta tissues were collected for staining (hematoxylin and eosin, and Oil red O). Genomic DNA was extracted for methyl-capture sequencing (MC-seq). Kyoto Encyclopedia of Genes and Genomes (KEGG) and Search Tool for the Retrieval of Interacting Genes/Proteins (STRING) databases were used to analyze differentially methylated genes. Pyrosequencing was used to verify MC-seq data.Low-dose and high-dose YQHX could reduce the HOMA-IR (P< 0.05). Low-dose YQHX reduced expression of total cholesterol (TC), low-density lipoprotein-cholesterol (LDL-C), TNF-α, andI L-6 in serum compared with that in the model group (P< 0.05). Medium-dose YQHX decoction inhibited the expression level of TNF-α (P< 0.05). High-dose YQHX decreased the expression level of IL-6 (P< 0.05). Staining also showed the anti-atherosclerosis effects of YQHX (P< 0.05). MC-seq revealed many abnormally hypermethylated and hypomethylated genes in DA mice compared with those in the control group. KEGG database analysis showed that the hypermethylated genes induced by YQHX treatment were related to pathways in cancer, Hippo signaling, and mitogen activated protein kinase. The network analysis suggested that the hypermethylated genes epidermal growth factor receptor(Egfr) and phosphoinositide-3-kinase regulatory subunit 1(Pik3r1) induced by YQHX treatment had important roles in DA. Pyrosequencing revealed that YQHX treatment increased methylation ofAKT1, Nr1h3andFabp4significantly (P< 0.05).YQHX decoction had positive treatment effects against DA, because it could regulate aberrant hypomethylation of DNA.© 2022 Zhou et al."
"35033200","Epigenome-wide association study of lung function in Latino children and youth with asthma.","Clin Epigenetics","DNA methylation studies have associated methylation levels at different CpG sites or genomic regions with lung function. Moreover, genetic ancestry has been associated with lung function in Latinos. However, no epigenome-wide association study (EWAS) of lung function has been performed in this population. Here, we aimed to identify DNA methylation patterns associated with lung function in pediatric asthma among Latinos.We conducted an EWAS in whole blood from 250 Puerto Rican and 148 Mexican American children and young adults with asthma. A total of five CpGs exceeded the genome-wide significance threshold of p = 1.17 × 10-7in the combined analyses from Puerto Ricans and Mexican Americans: cg06035600 (MAP3K6, p = 6.13 × 10-8) showed significant association with pre-bronchodilator Tiffeneau-Pinelli index, the probes cg00914963 (TBC1D16, p = 1.04 × 10-7), cg16405908 (MRGPRE, p = 2.05 × 10-8), and cg07428101 (MUC2, p = 5.02 × 10-9) were associated with post-bronchodilator forced vital capacity (FVC), and cg20515679 (KCNJ6) with post-bronchodilator Tiffeneau-Pinelli index (p = 1.13 × 10-8). However, these markers did not show significant associations in publicly available data from Europeans (p > 0.05). A methylation quantitative trait loci analysis revealed that methylation levels at these CpG sites were regulated by genetic variation in Latinos and the Biobank-based Integrative Omics Studies (BIOS) consortium. Additionally, two differentially methylated regions in REXOC and AURKC were associated with pre-bronchodilator Tiffeneau-Pinelli index (adjusted p < 0.05) in Puerto Ricans and Mexican Americans. Moreover, we replicated some of the previous differentially methylated signals associated with lung function in non-Latino populations.We replicated previous associations of epigenetic markers with lung function in whole blood and identified novel population-specific associations shared among Latino subgroups.© 2022. The Author(s)."
"35034200","Autoimmune gastritis induces aberrant DNA methylation reflecting its carcinogenic potential.","J Gastroenterol","Autoimmune gastritis (AIG) is a chronic inflammatory condition in gastric mucosa and is associated with increased cancer risk, though not as high as that by Helicobacter pylori (H. pylori)-associated gastritis (HPG). Although aberrant DNA methylation is induced by HPG and the level correlates with the risk of gastric cancer, DNA methylation induction by AIG is unknown.Gastric mucosa samples from the corpus were collected from 12 people with AIG without H. pylori infection, 10 people with HPG, and eight healthy volunteers. Genome-wide DNA methylation analysis was conducted using Infinium Methylation EPIC array. Gene expression was analyzed by quantitative RT-PCR.The AIG samples had extensive aberrant DNA methylation but presented unique methylation profiles against the HPG samples after correction of leucocyte fractions. Comparison between the AIG and HPG samples showed that AIG induced methylation, but less than HPG, in overall CpG sites and also in promoter CpG islands. Promoter CpG islands of tumor-suppressor genes in the pathway of cell cycle, cell adhesion, p53, and WNT were highly methylated in the AIG samples, but more so in the HPG samples. The expression levels of IL1B and IL8, secreted by macrophage, were significantly lower in the AIG samples than in the HPG samples, suggesting that a difference in inflammatory response affected the degree and patterns of aberrant DNA methylation.AIG induced aberrant DNA methylation in gastric mucosa. However, the degree of DNA methylation was less than that by HPG, which reflected carcinogenic risk.© 2022. Japanese Society of Gastroenterology."
"35033534","Methyl-lysine readers PHF20 and PHF20L1 define two distinct gene expression-regulating NSL complexes.","J Biol Chem","The methyl lysine readers PHF (plant homeodomain finger) 20 (PHF20) and its homolog PHF20-Like 1 (PHF20L1) are known components of the NSL (non-specific lethal) complex that regulates gene expression through its histone acetyltransferase activity. In the current model, both PHF homologs coexist in the same NSL complex, although this was not formally tested; nor have the functions of PHF20 and PHF20L1 regarding NSL complex integrity and transcriptional regulation been investigated. Here we perform an in-depth biochemical and functional characterization of PHF20 and PHF20L1 in the context of the NSL complex. Using mass spectrometry, genome-wide chromatin analysis and protein-domain mapping, we identify the existence of two distinct NSL complexes that exclusively contain either PHF20 or PHF20L1. We show that the C-terminal domains of PHF20 and PHF20L1 are essential for complex formation with NSL, and the Tudor 2 domains are required for chromatin binding. The genome-wide chromatin landscape of PHF20/PHF20L1 shows that these proteins bind mostly to the same genomic regions, at promoters of highly expressed/housekeeping genes. Yet, deletion of PHF20 and PHF20L1 does not abrogate gene expression or impact the recruitment of the NSL complex to those target gene promoters, suggesting the existence of an alternative mechanism that compensates for the transcription of genes whose sustained expression is important for critical cellular functions. This work shifts the current paradigm and lays the foundation for studies on the differential roles of PHF20 and PHF20L1 in regulating NSL complex activity in physiological and diseases states.Copyright © 2022 The Authors. Published by Elsevier Inc. All rights reserved."
"35032864","Pregnancy exposure to phthalates and DNA methylation in male placenta - An epigenome-wide association study.","Environ Int","Exposure to phthalates during pregnancy may alter DNA methylation in the placenta, a crucial organ for the growth and development of the fetus.We studied associations between urinary concentrations of phthalate biomarkers during pregnancy and placental DNA methylation.We measured concentrations of 11 phthalate metabolites in maternal spot urine samples collected between 22 and 29 gestational weeks in 202 pregnant women. We analyzed DNA methylation levels in placental tissue (fetal side) collected at delivery. We first investigated changes in global DNA methylation of repetitive elements Alu and LINE-1. We then performed an adjusted epigenome-wide association study using IlluminaHM450 BeadChips and identified differentially methylated regions (DMRs) associated with phthalate exposure.Monobenzyl phthalate concentration was inversely associated with placental methylation of Alu repeats. Moreover, all phthalate biomarkers except for monocarboxy-iso-octyl phthalate and mono(2-ethyl-5-hydroxyhexyl) phthalate were associated with at least one DMR. All but three DMRs showed increased DNA methylation with increased phthalate exposure. The largest identified DMR (22 CpGs) was positively associated with monocarboxy-iso-nonyl phthalate and encompassed heat shock proteins (HSPA1A, HSPA1L). The remaining DMRs encompassed transcription factors and nucleotide exchange factors, among other genes.This is the first description of genome-wide modifications of placental DNA methylation in association with pregnancy exposure to phthalates. Our results suggest epigenetic mechanisms by which exposure to these compounds could affect fetal development. Of interest, four identified DMRs had been previously associated with maternal smoking, which may suggest particular sensitivity of these genomic regions to the effect of environmental contaminants.Copyright © 2022 The Authors. Published by Elsevier Ltd.. All rights reserved."
