pmid,title,source,abstract
35083470,Iron homeostasis pathway DNA methylation trajectories reveal a role for STEAP3 metalloreductase in patient outcomes after aneurysmal subarachnoid hemorrhage.,Epigenetics Commun,"Following aneurysmal subarachnoid hemorrhage (aSAH), the brain is susceptible to ferroptosis, a type of iron-dependent cell death. Therapeutic intervention targeting the iron homeostasis pathway shows promise for mitigating ferroptosis and improving recovery in animal models, but little work has been conducted in humans. DNA methylation (DNAm) plays a key role in gene expression and brain function, plasticity, and injury recovery, making it a potentially useful biomarker of outcomes or therapeutic target for intervention. Therefore, in this longitudinal, observational study, we examined the relationships between trajectories of DNAm in candidate genes related to iron homeostasis and acute (cerebral vasospasm and delayed cerebral ischemia) and long-term (Glasgow Outcome Scale [GOS, unfavorable = 1-3] and death) patient outcomes after aSAH.Longitudinal, genome-wide DNAm data were generated from DNA extracted from post-aSAH cerebrospinal fluid (n= 260 participants). DNAm trajectories of 637 CpG sites in 36 candidate genes related to iron homeostasis were characterized over 13 days post-aSAH using group-based trajectory analysis, an unsupervised clustering method. Significant associations were identified between inferred DNAm trajectory groups at several CpG sites and acute and long-term outcomes. Among our results, cg25713625 in the STEAP3 metalloreductase gene (STEAP3) stood out. Specifically, in comparing the highest cg25713625 DNAm trajectory group with the lowest, we observed significant associations (i.e., based onp-values less than an empirical significance threshold) with unfavorable GOS at 3 and 12 months (OR= 11.7,p= 0.0006 andOR= 15.6,p= 0.0018, respectively) and death at 3 and 12 months (OR= 19.1,p= 0.0093 andOR= 12.8,p= 0.0041, respectively). These results were replicated in an independent sample (n= 100 participants) observing significant associations with GOS at 3 and 12 months (OR= 8.2,p= 0.001 andOR= 6.3,p= 0.0.0047, respectively) and death at 3 months (OR= 2.3,p= 0.008) and a suggestive association (i.e.,p-value < 0.05 not meeting an empirical significance threshold) with death at 12 months (OR= 2.0,p= 0.0272). In both samples, an additive effect of the DNAm trajectory group was observed as the percentage of participants with unfavorable long-term outcomes increased substantially with higher DNAm trajectory groups.Our results support a role for DNAm of cg25713625/STEAP3in recovery following aSAH. Additional research is needed to further explore the role of DNAm of cg25713625/STEAP3as a biomarker of unfavorable outcomes, or therapeutic target to improve outcomes, to translate these findings clinically."
35077545,Mitochondrial genome-wide analysis of nuclear DNA methylation quantitative trait loci.,Hum Mol Genet,"Mitochondria have a complex communication network with the surrounding cell and can alter nuclear DNA methylation (DNAm). Variation in the mitochondrial DNA (mtDNA) has also been linked to differential DNAm. Genome-wide association studies have identified numerous DNAm quantitative trait loci, but these studies have not examined the mitochondrial genome. Herein, we quantified nuclear DNAm from blood and conducted a mitochondrial genome-wide association study of DNAm, with an additional emphasis on sex- and prediabetes-specific heterogeneity. We used the Young Finns Study (n = 926) with sequenced mtDNA genotypes as a discovery sample and sought replication in the Ludwigshafen Risk and Cardiovascular Health study (n = 2317). We identified numerous significant associations in the discovery phase (P < 10-9), but they were not replicated when accounting for multiple testing. In total, 27 associations were nominally replicated with a P < 0.05. The replication analysis presented no evidence of sex- or prediabetes-specific heterogeneity. The 27 associations were included in a joint meta-analysis of the two cohorts, and 19 DNAm sites associated with mtDNA variants, while four other sites showed haplogroup associations. An expression quantitative trait methylation analysis was performed for the identified DNAm sites, pinpointing two statistically significant associations. This study provides evidence of a mitochondrial genetic control of nuclear DNAm with little evidence found for sex- and prediabetes-specific effects. The lack of a comparable mtDNA data set for replication is a limitation in our study and further studies are needed to validate our results.© The Author(s) 2021. Published by Oxford University Press."
35063426,Prenatal exposure to PM<sub>10</sub> and changes in DNA methylation and telomere length in cord blood.,Environ Res,"Air pollution exposure in pregnancy can cause molecular level alterations that might influence later disease susceptibility.We investigated DNA methylation (DNAm) and telomere length (TL) in the cord blood in relation to gestational PM10exposure and explored potential gestational windows of susceptibility.Cord blood epigenome-wide DNAm (N = 384) and TL (N = 500) were measured in children of the Italian birth cohort Piccolipiù, using the Infinium Methylation EPIC BeadChip and qPCR, respectively. PM10daily exposure levels, based on maternal residential address, were estimated for different gestational periods using models based on satellite data. Epigenome-wide analysis to identify differentially methylated probes (DMPs) and regions (DMRs) was conducted, followed by a pathway analysis and replication analysis in an second Piccolipiù dataset. Distributed lag models (DLMs) using weekly exposures were used to study the association of PM10exposure across pregnancy with telomere length, as well as with the DMPs that showed robust associations.Gestational PM10exposure was associated with the DNA methylation of more than 250 unique DMPs, most of them identified in early gestation, and 1 DMR. Out of 151 DMPs available in the replication dataset, ten DMPs showed robust associations: eight were associated with exposure during early gestation and 2 with exposure during the whole pregnancy. These exposure windows were supported by the DLM analysis. The PM10exposure between 15th and 20th gestational week seem to be associated with shorter telomeres at birth, while exposure between 24th and 29th was associated with longer telomeres.The early pregnancy period is a potential critical window during which PM10exposure can influence cord blood DNA methylation. The results from the TL analysis were consistent with previous findings and merit further exploration in future studies. The study underlines the importance of considering gestational windows outside of the predefined trimesters that may not always overlap with biologically relevant windows of exposure.Copyright © 2022 The Authors. Published by Elsevier Inc. All rights reserved."
35063012,Immune profiles and DNA methylation alterations related with non-muscle-invasive bladder cancer outcomes.,Clin Epigenetics,"Non-muscle-invasive bladder cancer (NMIBC) patients receive frequent monitoring because ≥ 70% will have recurrent disease. However, screening is invasive, expensive, and associated with significant morbidity making bladder cancer the most expensive cancer to treat per capita. There is an urgent need to expand the understanding of markers related to recurrence and survival outcomes of NMIBC.We used the Illumina HumanMethylationEPIC array to measure peripheral blood DNA methylation profiles of NMIBC patients (N = 603) enrolled in a population-based cohort study in New Hampshire and applied cell type deconvolution to estimate immune cell-type proportions. Using Cox proportional hazard models, we identified that increasing CD4T and CD8T cell proportions were associated with a statistically significant decreased hazard of tumor recurrence or death (CD4T: HR = 0.98, 95% CI = 0.97-1.00; CD8T: HR = 0.97, 95% CI = 0.95-1.00), whereas increasing monocyte proportion and methylation-derived neutrophil-to-lymphocyte ratio (mdNLR) were associated with the increased hazard of tumor recurrence or death (monocyte: HR = 1.04, 95% CI = 1.00-1.07; mdNLR: HR = 1.12, 95% CI = 1.04-1.20). Then, using an epigenome-wide association study (EWAS) approach adjusting for age, sex, smoking status, BCG treatment status, and immune cell profiles, we identified 2528 CpGs associated with the hazard of tumor recurrence or death (P < 0.005). Among these CpGs, the 1572 were associated with an increased hazard and were significantly enriched in open sea regions; the 956 remaining CpGs were associated with a decreased hazard and were significantly enriched in enhancer regions and DNase hypersensitive sites.Our results expand on the knowledge of immune profiles and methylation alteration associated with NMIBC outcomes and represent a first step toward the development of DNA methylation-based biomarkers of tumor recurrence.© 2022. The Author(s)."
35046594,Turning back time with epigenetic clocks.,Nature,NA
35123558,Bladder cancer detection in urine using DNA methylation markers: a technical and prospective preclinical validation.,Clin Epigenetics,"The development of accurate urinary biomarkers for non-invasive and cost-effective detection of primary and recurrent bladder tumours is recognized as one of the major clinical needs in bladder cancer diagnostics. The purposes of this study were (1) to validate the results of a previous technical comparison by determining the diagnostic performance of nine methylation markers in urine pellet compared to full void urine, and (2) to validate the diagnostic performance of the optimal marker panel GHSR/MAL from a previous exploratory study in a preclinical setting.Urine samples of 108 patients with bladder cancer and 100 age- and gender-matched controls were prospectively collected for methylation analysis. Urinary methylation levels of the markers FAM19A4, GHSR, MAL, miR-129, miR-935, PHACTR3, PRDM14, SST and ZIC1 were determined with quantitative methylation-specific PCR in urine pellet. Area under the curves (AUCs) were determined for individual markers and the marker panel GHSR/MAL. The diagnostic performance of the marker panel GHSR/MAL was evaluated in the total study population and in different subgroups of patients with bladder cancer using the Chi-square test. The diagnostic accuracy was assessed by leave-one-out cross-validation.All nine urinary methylation markers (FAM19A4, GHSR, MAL, miR-129, miR-935, PHACTR3, PRDM14, SST and ZIC1) showed significantly higher methylation levels in bladder cancer patients than in controls (p < 0.001). Area under the curves (AUCs) of the nine methylation markers tested in urine pellet were similar to AUCs in full void urine of an independent previous cohort. GHSR/MAL reached an AUC of 0.89 (95% confidence interval [CI] 0.84-0.94), at 80% sensitivity and 93% specificity. Sensitivity of GHSR/MAL increased with higher tumour grades, higher tumour stages, in primary vs. recurrent tumours, and in males vs. females.This technical validation supports the robustness of DNA methylation analysis in urine pellet and full void urine for the non-invasive detection of bladder cancer. Subsequent preclinical validation confirmed the diagnostic potential of GHSR/MAL. These findings underline the diagnostic potential of the marker panel GHSR/MAL for future bladder cancer diagnostics.© 2022. The Author(s)."
35073322,"Peripheral mitochondrial DNA, telomere length and DNA methylation as predictors of live birth in in vitro fertilization cycles.",PLoS One,"To evaluate whether telomere length (TL), mitochondrial-DNA (mt-DNA) or epigenetic age estimators based on DNA methylation (DNAm) pattern could be considered reliable predictors of in-vitro-fertilization (IVF) success in terms of live birth rate.Prospective cohort study.Infertility Unit of the Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico.181 women aged 37-39 years who underwent IVF at a single-centre between January 2017 and December 2018.On the day of recruitment, blood samples were collected, and genomic DNA was isolated from white blood cells. TL, mt-DNA and DNAm assessment was performed using quantitative real-time polymerase chain reaction (qPCR). Biological age (DNAm age) was computed as the algorithm based on methylation pattern of five genes. Epigenetic age acceleration was estimated from the residuals of the linear model of epigenetic age regressed on chronological age. Long Interspersed Nuclear Elements (LINE)-1 methylation pattern was used as a surrogate for global DNA methylation.This study investigated whether peripheral TL, mt-DNA and DNAm could predict live birth in IVF cycles.TL, mt-DNA and LINE-1 methylation were not associated with IVF success. Conversely, DNAm age resulted significantly lower in women who had a live birth compared to women who did not (36.1 ± 4.2 and 37.3 ± 3.3 years, respectively, p = 0.04). For DNAm age, odds ratio (OR) for live birth per year of age was 0.90 (95%CI: 0.82-0.99, p = 0.036) after adjusting for FSH and antral follicle count (AFC) and 0.90 (95%CI: 0.82-0.99, p = 0.028) after adjusting also for number of oocytes retrieved. A significant association also emerged for epigenetic age acceleration after adjustments (OR = 0.91, 95%CI: 0.83-1.00, p = 0.048).DNAm age is associated with IVF success but the magnitude of this association is insufficient to claim a clinical use. However, our findings are promising and warrant further investigation. Assessment of biological age using different epigenetic clocks or focusing on different tissues may reveal new predictors of IVF success."
35140201,Enhanced cell deconvolution of peripheral blood using DNA methylation for high-resolution immune profiling.,Nat Commun,"DNA methylation microarrays can be employed to interrogate cell-type composition in complex tissues. Here, we expand reference-based deconvolution of blood DNA methylation to include 12 leukocyte subtypes (neutrophils, eosinophils, basophils, monocytes, naïve and memory B cells, naïve and memory CD4 + and CD8 + T cells, natural killer, and T regulatory cells). Including derived variables, our method provides 56 immune profile variables. The IDOL (IDentifying Optimal Libraries) algorithm was used to identify libraries for deconvolution of DNA methylation data for current and previous platforms. The accuracy of deconvolution estimates obtained using our enhanced libraries was validated using artificial mixtures and whole-blood DNA methylation with known cellular composition from flow cytometry. We applied our libraries to deconvolve cancer, aging, and autoimmune disease datasets. In conclusion, these libraries enable a detailed representation of immune-cell profiles in blood using only DNA and facilitate a standardized, thorough investigation of immune profiles in human health and disease.© 2022. The Author(s)."
35142878,Early DNA methylation changes in children developing beta cell autoimmunity at a young age.,Diabetologia,"Type 1 diabetes is a chronic autoimmune disease of complex aetiology, including a potential role for epigenetic regulation. Previous epigenomic studies focused mainly on clinically diagnosed individuals. The aim of the study was to assess early DNA methylation changes associated with type 1 diabetes already before the diagnosis or even before the appearance of autoantibodies.Reduced representation bisulphite sequencing (RRBS) was applied to study DNA methylation in purified CD4+T cell, CD8+T cell and CD4-CD8-cell fractions of 226 peripheral blood mononuclear cell samples longitudinally collected from seven type 1 diabetes-specific autoantibody-positive individuals and control individuals matched for age, sex, HLA risk and place of birth. We also explored correlations between DNA methylation and gene expression using RNA sequencing data from the same samples. Technical validation of RRBS results was performed using pyrosequencing.We identified 79, 56 and 45 differentially methylated regions in CD4+T cells, CD8+T cells and CD4-CD8-cell fractions, respectively, between type 1 diabetes-specific autoantibody-positive individuals and control participants. The analysis of pre-seroconversion samples identified DNA methylation signatures at the very early stage of disease, including differential methylation at the promoter of IRF5 in CD4+T cells. Further, we validated RRBS results using pyrosequencing at the following CpG sites: chr19:18118304 in the promoter of ARRDC2; chr21:47307815 in the intron of PCBP3; and chr14:81128398 in the intergenic region near TRAF3 in CD4+T cells.These preliminary results provide novel insights into cell type-specific differential epigenetic regulation of genes, which may contribute to type 1 diabetes pathogenesis at the very early stage of disease development. Should these findings be validated, they may serve as a potential signature useful for disease prediction and management.© 2022. The Author(s)."
35058638,Life histories of myeloproliferative neoplasms inferred from phylogenies.,Nature,"Mutations in cancer-associated genes drive tumour outgrowth, but our knowledge of the timing of driver mutations and subsequent clonal dynamics is limited1-3. Here, using whole-genome sequencing of 1,013 clonal haematopoietic colonies from 12 patients with myeloproliferative neoplasms, we identified 580,133 somatic mutations to reconstruct haematopoietic phylogenies and determine clonal histories. Driver mutations were estimated to occur early in life, including the in utero period. JAK2V617Fwas estimated to have been acquired by 33 weeks of gestation to 10.8 years of age in 5 patients in whom JAK2V617Fwas the first event. DNMT3A mutations were acquired by 8 weeks of gestation to 7.6 years of age in 4 patients, and a PPM1D mutation was acquired by 5.8 years of age. Additional genomic events occurred before or following JAK2V617Facquisition and as independent clonal expansions. Sequential driver mutation acquisition was separated by decades across life, often outcompeting ancestral clones. The mean latency between JAK2V617Facquisition and diagnosis was 30 years (range 11-54 years). Estimated historical rates of clonal expansion varied substantially (3% to 190% per year), increased with additional driver mutations, and predicted latency to diagnosis. Our study suggests that early driver mutation acquisition and life-long growth and evolution underlie adult myeloproliferative neoplasms, raising opportunities for earlier intervention and a new model for cancer development.© 2022. The Author(s), under exclusive licence to Springer Nature Limited."
35145108,A mammalian methylation array for profiling methylation levels at conserved sequences.,Nat Commun,"Infinium methylation arrays are not available for the vast majority of non-human mammals. Moreover, even if species-specific arrays were available, probe differences between them would confound cross-species comparisons. To address these challenges, we developed the mammalian methylation array, a single custom array that measures up to 36k CpGs per species that are well conserved across many mammalian species. We designed a set of probes that can tolerate specific cross-species mutations. We annotate the array in over 200 species and report CpG island status and chromatin states in select species. Calibration experiments demonstrate the high fidelity in humans, rats, and mice. The mammalian methylation array has several strengths: it applies to all mammalian species even those that have not yet been sequenced, it provides deep coverage of conserved cytosines facilitating the development of epigenetic biomarkers, and it increases the probability that biological insights gained in one species will translate to others.© 2022. The Author(s)."
35118376,The relationship between ageing and changes in the human blood and brain methylomes.,NAR Genom Bioinform,"Changes in DNA methylation have been found to be strongly correlated with age, enabling the creation of 'epigenetic clocks'. Previously, studies on the relationship between ageing and DNA methylation have assumed a linear relationship. Here, we show that several markers show a non-linear behaviour. In particular, we observe a tendency for saturation with age, especially in the cerebellum. Further, we show that the relationships between significant methylation changes and ageing are different in different tissues. We suggest a straightforward method of assessing all methylation-age relationships and cluster them according to their relative fold change. Our fold change selection outperforms the most common epigenetic clocks in predicting age for the cerebellum, but not for Blood or the Frontal Cortex. Further, we find that the saturation of methylation observed at older ages for the cerebellum explains why epigenetic clocks consistently underestimate the age there. The findings imply that assuming linear correlations might cause biologically important markers to be missed.© The Author(s) 2022. Published by Oxford University Press on behalf of NAR Genomics and Bioinformatics."
