pmid,title,source,abstract
33890479,DNA methylation as the link between migration and the major noncommunicable diseases: the RODAM study.,Epigenomics,"Aim:We assessed epigenome-wide DNA methylation (DNAm) differences between migrant and non-migrant Ghanaians.Materials & methods:We used the Illumina Infinium®HumanMethylation450 BeadChip to profile DNAm of 712 Ghanaians in whole blood. We used linear models to detect differentially methylated positions (DMPs) associated with migration. We performed multiple post hoc analyses to validate our findings.Results:We identified 13 DMPs associated with migration (delta-beta values: 0.2-4.5%). Seven DMPs inCPLX2,EIF4E3,MEF2D,TLX3,ST8SIA1,ANGandCHRM3were independent of extrinsic genomic influences in public databases. Two DMPs inNLRC5were associated with duration of stay in Europe among migrants. All DMPs were biologically linked to migration-related factors.Conclusion:Our findings provide the first insights into DNAm differences between migrants and non-migrants."
33883019,Epigenome-wide association study of level and change in cognitive abilities from midlife through late life.,Clin Epigenetics,"Epigenetic mechanisms are important in aging and may be involved in late-life changes in cognitive abilities. We conducted an epigenome-wide association study of leukocyte DNA methylation in relation to level and change in cognitive abilities, from midlife through late life in 535 Swedish twins.Methylation levels were measured with the Infinium Human Methylation 450 K or Infinium MethylationEPIC array, and all sites passing quality control on both arrays were selected for analysis (n = 250,816). Empirical Bayes estimates of individual intercept (age 65), linear, and quadratic change were obtained from latent growth curve models of cognitive traits and used as outcomes in linear regression models. Significant sites (p < 2.4 × 10-7) were followed up in between-within twin pair models adjusting for familial confounding and full-growth modeling. We identified six significant associations between DNA methylation and level of cognitive abilities at age 65: cg18064256 (PPP1R13L) with processing speed and spatial ability; cg04549090 (NRXN3) with spatial ability; cg09988380 (POGZ), cg25651129 (-), and cg08011941 (ENTPD8) with working memory. The genes are involved in neuroinflammation, neuropsychiatric disorders, and ATP metabolism. Within-pair associations were approximately half that of between-pair associations across all sites. In full-growth curve models, associations between DNA methylation and cognitive level at age 65 were of small effect sizes, and associations between DNA methylation and longitudinal change in cognitive abilities of very small effect sizes.Leukocyte DNA methylation was associated with level, but not change in cognitive abilities. The associations were substantially attenuated in within-pair analyses, indicating they are influenced in part by genetic factors."
33883000,DNA methylation biomarkers of myocardial infarction and cardiovascular disease.,Clin Epigenetics,"The epigenetic landscape underlying cardiovascular disease (CVD) is not completely understood and the clinical value of the identified biomarkers is still limited. We aimed to identify differentially methylated loci associated with acute myocardial infarction (AMI) and assess their validity as predictive and causal biomarkers.We designed a case-control, two-stage, epigenome-wide association study on AMI (ndiscovery = 391, nvalidation = 204). DNA methylation was assessed using the Infinium MethylationEPIC BeadChip. We performed a fixed-effects meta-analysis of the two samples. 34 CpGs were associated with AMI. Only 12 of them were available in two independent cohort studies (n ~ 1800 and n ~ 2500) with incident coronary and cardiovascular disease (CHD and CVD, respectively). The Infinium HumanMethylation450 BeadChip was used in those two studies. Four of the 12 CpGs were validated in association with incident CHD: AHRR-mapping cg05575921, PTCD2-mapping cg25769469, intergenic cg21566642 and MPO-mapping cg04988978. We then assessed whether methylation risk scores based on those CpGs improved the predictive capacity of the Framingham risk function, but they did not. Finally, we aimed to study the causality of those associations using a Mendelian randomization approach but only one of the CpGs had a genetic influence and therefore the results were not conclusive.We have identified 34 CpGs related to AMI. These loci highlight the relevance of smoking, lipid metabolism, and inflammation in the biological mechanisms related to AMI. Four were additionally associated with incident CHD and CVD but did not provide additional predictive information."
33872906,Effect of prenatal exposure to phthalates on epigenome-wide DNA methylations in cord blood and implications for fetal growth: The Hokkaido Study on Environment and Children's Health.,Sci Total Environ,"Prenatal exposure to phthalates negatively affects the offspring's health. In particular, epigenetic alterations, such as DNA methylation, may connect phthalate exposure with health outcomes. Here, we evaluated the association of di-2-ethylhexyl phthalate (DEHP) exposure in utero with cord blood epigenome-wide DNA methylation in 203 mother-child pairs enrolled in the Hokkaido Study on Environment and Children's Health, using the Illumina HumanMethylation450 BeadChip. Epigenome-wide association analysis demonstrated the predominant positive associations between the levels of the primary metabolite of DEHP, mono(2-ethylhexyl) phthalate (MEHP), in maternal blood and DNA methylation levels in cord blood. The genes annotated to the CpGs positively associated with MEHP levels were enriched for pathways related to metabolism, the endocrine system, and signal transduction. Among them, methylation levels of CpGs involved in metabolism were inversely associated with the offspring's ponderal index (PI). Further, clustering and mediation analyses suggested that multiple increased methylation changes may jointly mediate the association of DEHP exposure in utero with the offspring's PI at birth. Although further studies are required to assess the impact of these changes, this study suggests that differential DNA methylation may link phthalate exposure in utero to fetal growth and further imply that DNA methylation has predictive value for the offspring's obesity.Copyright © 2021. Published by Elsevier B.V."
33867313,Epigenome-wide association study of COVID-19 severity with respiratory failure.,EBioMedicine,"Patients infected with the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), responsible for the coronavirus disease 2019 (COVID-19), exhibit a wide spectrum of disease behaviour. Since DNA methylation has been implicated in the regulation of viral infections and the immune system, we performed an epigenome-wide association study (EWAS) to identify candidate loci regulated by this epigenetic mark that could be involved in the onset of COVID-19 in patients without comorbidities.Peripheral blood samples were obtained from 407 confirmed COVID-19 patients ≤ 61 years of age and without comorbidities, 194 (47.7%) of whom had mild symptomatology that did not involve hospitalization and 213 (52.3%) had a severe clinical course that required respiratory support. The set of cases was divided into discovery (n = 207) and validation (n = 200) cohorts, balanced for age and sex of individuals. We analysed the DNA methylation status of 850,000 CpG sites in these patients.The DNA methylation status of 44 CpG sites was associated with the clinical severity of COVID-19. Of these loci, 23 (52.3%) were located in 20 annotated coding genes. These genes, such as the inflammasome component Absent in Melanoma 2 (AIM2) and the Major Histocompatibility Complex, class I C (HLA-C) candidates, were mainly involved in the response of interferon to viral infection. We used the EWAS-identified sites to establish a DNA methylation signature (EPICOVID) that is associated with the severity of the disease.We identified DNA methylation sites as epigenetic susceptibility loci for respiratory failure in COVID-19 patients. These candidate biomarkers, combined with other clinical, cellular and genetic factors, could be useful in the clinical stratification and management of patients infected with the SARS-CoV-2.The Unstoppable campaign of the Josep Carreras Leukaemia Foundation, the Cellex Foundation and the CERCA Programme/Generalitat de Catalunya.Copyright © 2021 The Authors. Published by Elsevier B.V. All rights reserved."
33862401,Residential surrounding greenness and DNA methylation: An epigenome-wide association study.,Environ Int,"DNA methylation is a potential biological mechanism through which residential greenness affects health, but little is known about its association with greenness and whether the association could be modified by genetic background. We aimed to evaluate the association between surrounding greenness and genome-wide DNA methylation and potential gene-greenness interaction effects on DNA methylation.We measured blood-derived DNA methylation using the HumanMethylation450 BeadChip array (Illumina) for 479 Australian women, including 66 monozygotic, 66 dizygotic twin pairs, and 215 sisters of these twins. Surrounding greenness was represented by Normalized Difference Vegetation Index (NDVI) and Enhanced Vegetation Index (EVI) within 300, 500, 1000 or 2000 m surrounding participants' home addresses. For each cytosine-guanine dinucleotide (CpG), the associations between its methylation level and NDVI or EVI were evaluated by generalized estimating equations, after adjusting for age, education, marital status, area-level socioeconomic status, smoking behavior, cell-type proportions, and familial clustering. We used comb-p and DMRcate to identify significant differentially methylated regions (DMRs). For each significant CpG, we evaluated the interaction effects of greenness and single-nucleotide polymorphisms (SNPs) within ±1 Mb window on its methylation level.We found associations between surrounding greenness and blood DNA methylation for one CpG (cg04720477, mapped to the promoter region of CNP gene) with false discovery rate [FDR] < 0.05, and for another 9 CpGs with 0.05 ≤ FDR < 0.10. For two of these CpGs, we found 33 SNPs significantly (FDR < 0.05) modified the greenness-methylation association. There were 35 significant DMRs related to surrounding greenness that were identified by both comb-p (Sidak p-value < 0.01) and DMRcate (FDR < 0.01). Those CpGs and DMRs were mapped to genes related to many human diseases, such as mental health disorders and neoplasms as well as nutritional and metabolic diseases.Surrounding greenness was associated with blood DNA methylation of many loci across human genome, and this association could be modified by genetic variations.Copyright © 2021 The Author(s). Published by Elsevier Ltd.. All rights reserved."
33903745,Origins of human disease: the chrono-epigenetic perspective.,Nat Rev Genet,"Epigenetics has enriched human disease studies by adding new interpretations to disease features that cannot be explained by genetic and environmental factors. However, identifying causal mechanisms of epigenetic origin has been challenging. New opportunities have risen from recent findings in intra-individual and cyclical epigenetic variation, which includes circadian epigenetic oscillations. Cytosine modifications display deterministic temporal rhythms, which may drive ageing and complex disease. Temporality in the epigenome, or the 'chrono' dimension, may help the integration of epigenetic, environmental and genetic disease studies, and reconcile several disparities stemming from the arbitrarily delimited research fields. The ultimate goal of chrono-epigenetics is to predict disease risk, age of onset and disease dynamics from within individual-specific temporal dynamics of epigenomes."
33937763,Human methylome variation across Infinium 450K data on the Gene Expression Omnibus.,NAR Genom Bioinform,"While DNA methylation (DNAm) is the most-studied epigenetic mark, few recent studies probe the breadth of publicly available DNAm array samples. We collectively analyzed 35 360 Illumina Infinium HumanMethylation450K DNAm array samples published on the Gene Expression Omnibus. We learned a controlled vocabulary of sample labels by applying regular expressions to metadata and used existing models to predict various sample properties including epigenetic age. We found approximately two-thirds of samples were from blood, one-quarter were from brain and one-third were from cancer patients. About 19% of samples failed at least one of Illumina's 17 prescribed quality assessments; signal distributions across samples suggest modifying manufacturer-recommended thresholds for failure would make these assessments more informative. We further analyzed DNAm variances in seven tissues (adipose, nasal, blood, brain, buccal, sperm and liver) and characterized specific probes distinguishing them. Finally, we compiled DNAm array data and metadata, including our learned and predicted sample labels, into database files accessible via the recountmethylation R/Bioconductor companion package. Its vignettes walk the user through some analyses contained in this paper.© The Author(s) 2021. Published by Oxford University Press on behalf of NAR Genomics and Bioinformatics."
33911272,The central role of DNA damage in the ageing process.,Nature,"Ageing is a complex, multifaceted process leading to widespread functional decline that affects every organ and tissue, but it remains unknown whether ageing has a unifying causal mechanism or is grounded in multiple sources. Phenotypically, the ageing process is associated with a wide variety of features at the molecular, cellular and physiological level-for example, genomic and epigenomic alterations, loss of proteostasis, declining overall cellular and subcellular function and deregulation of signalling systems. However, the relative importance, mechanistic interrelationships and hierarchical order of these features of ageing have not been clarified. Here we synthesize accumulating evidence that DNA damage affects most, if not all, aspects of the ageing phenotype, making it a potentially unifying cause of ageing. Targeting DNA damage and its mechanistic links with the ageing phenotype will provide a logical rationale for developing unified interventions to counteract age-related dysfunction and disease."
33926538,"Associations of circulating folate, vitamin B12 and homocysteine concentrations in early pregnancy and cord blood with epigenetic gestational age: the Generation R Study.",Clin Epigenetics,"Circulating folate, vitamin B12 and homocysteine concentrations during fetal development have been associated with health outcomes in childhood. Changes in fetal DNA methylation may be an underlying mechanism. This may be reflected in altered epigenetic aging of the fetus, as compared to chronological aging. The difference between gestational age derived in clinical practice and gestational age predicted from neonatal DNA methylation data is referred to as gestational age acceleration. Differences in circulating folate, vitamin B12 and homocysteine concentrations during fetal development may be associated with gestational age acceleration.Up to 1346 newborns participating in the Generation R Study, a population-based prospective cohort study, had both cord blood DNA methylation data available and information on plasma folate, serum total and active B12 and plasma homocysteine concentrations, measured in early pregnancy and/or in cord blood. A subgroup of 380 newborns had mothers with optimal pregnancy dating based on a regular menstrual cycle and a known date of last menstrual period. For comparison, gestational age acceleration was calculated based the method of both Bohlin and Knight. In the total study population, which was more similar to Bohlin's training population, one standard deviation score (SDS) higher maternal plasma homocysteine concentrations was nominally associated with positive gestational age acceleration [0.07 weeks, 95% confidence interval (CI) 0.02, 0.13] by Bohlin's method. In the subgroup with pregnancy dating based on last menstrual period, the method that was also used in Knight's training population, one SDS higher cord serum total and active B12 concentrations were nominally associated with negative gestational age acceleration [(- 0.16 weeks, 95% CI - 0.30, - 0.02) and (- 0.15 weeks, 95% CI - 0.29, - 0.01), respectively] by Knight's method.We found some evidence to support associations of higher maternal plasma homocysteine concentrations with positive gestational age acceleration, suggesting faster epigenetic than clinical gestational aging. Cord serum vitamin B12 concentrations may be associated with negative gestational age acceleration, indicating slower epigenetic than clinical gestational aging. Future studies could examine whether altered fetal epigenetic aging underlies the associations of circulating homocysteine and vitamin B12 blood concentrations during fetal development with long-term health outcomes."
33926514,Characteristics of epigenetic aging across gestational and perinatal tissues.,Clin Epigenetics,"Epigenetic clocks have been used to indicate differences in biological states between individuals of same chronological age. However, so far, only few studies have examined epigenetic aging in newborns-especially regarding different gestational or perinatal tissues. In this study, we investigated which birth- and pregnancy-related variables are most important in predicting gestational epigenetic age acceleration or deceleration (i.e., the deviation between gestational epigenetic age estimated from the DNA methylome and chronological gestational age) in chorionic villus, placenta and cord blood tissues from two independent study cohorts (ITU, n = 639 and PREDO, n = 966). We further characterized the correspondence of epigenetic age deviations between these tissues.Among the most predictive factors of epigenetic age deviations in single tissues were child sex, birth length, maternal smoking during pregnancy, maternal mental disorders until childbirth, delivery mode and parity. However, the specific factors related to epigenetic age deviation and the direction of association differed across tissues. In individuals with samples available from more than one tissue, relative epigenetic age deviations were not correlated across tissues.Gestational epigenetic age acceleration or deceleration was not related to more favorable or unfavorable factors in one direction in the investigated tissues, and the relative epigenetic age differed between tissues of the same person. This indicates that epigenetic age deviations associate with distinct, tissue specific, factors during the gestational and perinatal period. Our findings suggest that the epigenetic age of the newborn should be seen as a characteristic of a specific tissue, and less as a general characteristic of the child itself."
