pmid,title,source,abstract
37587247,"Epigenome-wide analysis identifies methylome profiles linked to obsessive-compulsive disorder, disease severity, and treatment response.",Mol Psychiatry,"Obsessive-compulsive disorder (OCD) is a prevalent mental disorder affecting ~2-3% of the population. This disorder involves genetic and, possibly, epigenetic risk factors. The dynamic nature of epigenetics also presents a promising avenue for identifying biomarkers associated with symptom severity, clinical progression, and treatment response in OCD. We, therefore, conducted a comprehensive case-control investigation using Illumina MethylationEPIC BeadChip, encompassing 185 OCD patients and 199 controls recruited from two distinct sites in Germany. Rigorous clinical assessments were performed by trained raters employing the Structured Clinical Interview for DSM-IV (SCID-I). We performed a robust two-step epigenome-wide association study that led to the identification of 305 differentially methylated CpG positions. Next, we validated these findings by pinpointing the optimal set of CpGs that could effectively classify individuals into their respective groups. This approach identified a subset comprising 12 CpGs that overlapped with the 305 CpGs identified in our EWAS. These 12 CpGs are close to or in genes associated with the sweet-compulsive brain hypothesis which proposes that aberrant dopaminergic transmission in the striatum may impair insulin signaling sensitivity among OCD patients. We replicated three of the 12 CpGs signals from a recent independent study conducted on the Han Chinese population, underscoring also the cross-cultural relevance of our findings. In conclusion, our study further supports the involvement of epigenetic mechanisms in the pathogenesis of OCD. By elucidating the underlying molecular alterations associated with OCD, our study contributes to advancing our understanding of this complex disorder and may ultimately improve clinical outcomes for affected individuals.© 2023. The Author(s)."
37563670,Introduction of a multiplex amplicon sequencing assay to quantify DNA methylation in target cytosine markers underlying four selected epigenetic clocks,Clin Epigenetics,"DNA methylation analysis has proven to be a powerful tool for age assessment. However, the implementation of epigenetic age prediction in diagnostics or routine forensic casework requires appropriate laboratory methods. In this study, we aimed to compare the performance of large-scale DNA methylation analysis protocols that show promise in terms of accuracy, throughput, multiplexing capacity, and high sensitivity.The protocols were designed to target a predefined panel of 161 genomic CG/CA sites from four known estimators of epigenetic age-related parameters, optimized and validated using artificially methylated controls or blood samples. We successfully targeted 96% of these loci using two enrichment protocols: Ion AmpliSeq™, an amplicon-based method integrated with Ion Torrent S5, and SureSelectXTMethyl-Seq, a hybridization-based method followed by MiSeq FGx sequencing. Both protocols demonstrated high accuracy and robustness. Although hybridization assays have greater multiplexing capabilities, the best overall performance was observed for the amplicon-based protocol with the lowest variability in DNA methylation at 25 ng of starting DNA, mean observed marker coverage of ~ 6.7 k reads, and accuracy of methylation quantification with a mean absolute difference between observed and expected methylation beta value of 0.054. The Ion AmpliSeq method correlated strongly with genome-scale EPIC microarray data (R = 0.91) and showed superiority in terms of methylation measurement accuracy. Method-to-method bias was accounted for by the use of linear transformation, which provided a highly accurate prediction of calendar age with a mean absolute error of less than 5 years for the VISAGE and Hannum age clocks used. The pace of aging (PoAm) and the mortality risk score (MRS) estimators included in our panel represent next-generation clocks, were found to have low to moderate correlations with the VISAGE and Hannum models (R < 0.75), and thus may capture different aspects of epigenetic aging.We propose a laboratory tool that allows the quantification of DNA methylation in cytosines underlying four different clocks, thus providing broad information on epigenetic aging while maintaining a reasonable number of CpG markers, opening the way to a wide range of applications in forensics, medicine, and healthcare.© 2023. BioMed Central Ltd., part of Springer Nature."
37563237,Expression quantitative trait methylation analysis elucidates gene regulatory effects of DNA methylation: the Framingham Heart Study.,Sci Rep,"Expression quantitative trait methylation (eQTM) analysis identifies DNA CpG sites at which methylation is associated with gene expression. The present study describes an eQTM resource of CpG-transcript pairs derived from whole blood DNA methylation and RNA sequencing gene expression data in 2115 Framingham Heart Study participants. We identified 70,047 significant cis CpG-transcript pairs at p < 1E-7 where the top most significant eGenes (i.e., gene transcripts associated with a CpG) were enriched in biological pathways related to cell signaling, and for 1208 clinical traits (enrichment false discovery rate [FDR] ≤ 0.05). We also identified 246,667 significant trans CpG-transcript pairs at p < 1E-14 where the top most significant eGenes were enriched in biological pathways related to activation of the immune response, and for 1191 clinical traits (enrichment FDR ≤ 0.05). Independent and external replication of the top 1000 significant cis and trans CpG-transcript pairs was completed in the Women's Health Initiative and Jackson Heart Study cohorts. Using significant cis CpG-transcript pairs, we identified significant mediation of the association between CpG sites and cardiometabolic traits through gene expression and identified shared genetic regulation between CpGs and transcripts associated with cardiometabolic traits. In conclusion, we developed a robust and powerful resource of whole blood eQTM CpG-transcript pairs that can help inform future functional studies that seek to understand the molecular basis of disease.© 2023. Springer Nature Limited."
37500728,Single-molecule genome-wide mutation profiles of cell-free DNA for non-invasive detection of cancer,Nat Genet,"Somatic mutations are a hallmark of tumorigenesis and may be useful for non-invasive diagnosis of cancer. We analyzed whole-genome sequencing data from 2,511 individuals in the Pan-Cancer Analysis of Whole Genomes (PCAWG) study as well as 489 individuals from four prospective cohorts and found distinct regional mutation type-specific frequencies in tissue and cell-free DNA from patients with cancer that were associated with replication timing and other chromatin features. A machine-learning model using genome-wide mutational profiles combined with other features and followed by CT imaging detected >90% of patients with lung cancer, including those with stage I and II disease. The fixed model was validated in an independent cohort, detected patients with cancer earlier than standard approaches and could be used to monitor response to therapy. This approach lays the groundwork for non-invasive cancer detection using genome-wide mutation features that may facilitate cancer screening and monitoring."
37630812,Plasma One-Carbon Metabolism-Related Micronutrients and the Risk of Breast Cancer: Involvement of DNA Methylation.,Nutrients,"Findings of epidemiologic studies focusing on the association between one-carbon metabolism-related micronutrients and breast cancer risk, along with the involvement of DNA methylation, have been inconsistent and incomprehensive. We conducted a case-control study in China including 107 paired participants and comprehensively detected 12 plasma one-carbon metabolism-related micronutrients. Genomic DNA methylation was measured using an 850 K chip and differential methylation probes (DMPs) were identified. Multivariate logistic regression was performed to estimate the associations between plasma micronutrients and the odds of breast cancer. The mediation of selected DMPs in micronutrient breast cancer associations was examined using mediation analyses. An inverse association of plasma folate, methionine cycling-related micronutrients (methionine, S-adenosylmethionine, and S-adenosylhomocysteine), and all micronutrients in the choline metabolism and enzymatic factor groups, and a positive association of methionine cycling-related cysteine with breast cancer risk were observed. Nine micronutrients (methionine, cysteine, SAM, folate, choline, betaine, P5P, vitamins B2, and B12) were related to global or probe-specific methylation levels (p< 0.05). The selected DMPs mediated the micronutrient breast cancer associations with an average mediation proportion of 36.43%. This study depicted comprehensive associations between circulating one-carbon metabolism-related micronutrients and breast cancer risk mediated by DNA methylation."
37597113,Insights into ageing rates comparison across tissues from recalibrating cerebellum DNA methylation clock.,Geroscience,"DNA methylation (DNAm)-based age clocks have been studied extensively as a biomarker of human ageing and a risk factor for age-related diseases. Despite different tissues having vastly different rates of proliferation, it is still largely unknown whether they age at different rates. It was previously reported that the cerebellum ages slowly; however, this claim was drawn from a single clock using a relatively small sample size and so warrants further investigation. We collected the largest cerebellum DNAm dataset (N = 752) to date. We found the respective epigenetic ages are all severely underestimated by six representative DNAm age clocks, with the underestimation effects more pronounced in the four clocks whose training datasets do not include brain-related tissues. We identified 613 age-associated CpGs in the cerebellum, which accounts for only 14.5% of the number found in the middle temporal gyrus from the same population (N = 404). From the 613 cerebellum age-associated CpGs, we built a highly accurate age prediction model for the cerebellum named CerebellumClockspecific(Pearson correlation=0.941, MAD=3.18 years). Ageing rate comparisons based on the two tissue-specific clocks constructed on the 201 overlapping age-associated CpGs support the cerebellum has younger DNAm age. Nevertheless, we built BrainCortexClock to prove a single DNAm clock is able to unbiasedly estimate DNAm ages of both cerebellum and cerebral cortex, when they are adequately and equally represented in the training dataset. Comparing ageing rates across tissues using DNA methylation multi-tissue clocks is flawed. The large underestimation of age prediction for cerebellums by previous clocks mainly reflects the improper usage of these age clocks. There exist strong and consistent ageing effects on the cerebellar methylome, and we suggest the smaller number of age-associated CpG sites in cerebellum is largely attributed to its extremely low average cell replication rates.© 2023. The Author(s)."
37609328,Reversal of Biological Age in Multiple Rat Organs by Young Porcine Plasma Fraction,bioRxiv,"Young blood plasma is known to confer beneficial effects on various organs in mice and rats. However, it was not known whether plasma from young pigs rejuvenates old rat tissues at the epigenetic level; whether it alters the epigenetic clock, which is a highly accurate molecular biomarker of aging. To address this question, we developed and validated six different epigenetic clocks for rat tissues that are based on DNA methylation values derived from n=613 tissue samples. As indicated by their respective names, the rat pan-tissue clock can be applied to DNA methylation profiles from all rat tissues, while the rat brain-, liver-, and blood clocks apply to the corresponding tissue types. We also developed two epigenetic clocks that apply to both human and rat tissues by adding n=1366 human tissue samples to the training data. We employed these six rat clocks to investigate the rejuvenation effects of a porcine plasma fraction treatment in different rat tissues. The treatment more than halved the epigenetic ages of blood, heart, and liver tissue. A less pronounced, but statistically significant, rejuvenation effect could be observed in the hypothalamus. The treatment was accompanied by progressive improvement in the function of these organs as ascertained through numerous biochemical/physiological biomarkers and behavioral responses to assess cognitive functions. An immunoglobulin G (IgG) N-glycosylation pattern shift from pro-to anti-inflammatory also indicated reversal of glycan aging. Overall, this study demonstrates that a young porcine plasma-derived treatment markedly reverses aging in rats according to epigenetic clocks, IgG glycans, and other biomarkers of aging."
37576443,Psychological Stress and Epigenetic Aging in Older Men: The VA Normative Aging Study.,Transl Med Aging,"Psychological stress remains an important risk factor for morbidity and mortality throughout the life course. However, there have been counterintuitive findings reported in previous studies of older persons that examine the relationships of perceived psychological stress with DNA methylation-based markers of aging, which also serve as predictors of morbidity and mortality (epigenetic age/clocks). We aimed to replicate and expand findings from existing work by examining relationships of self-reported stress with nine epigenetic clocks: Hannum, Horvath, Intrinsic, Extrinsic, SkinBloodClock, PhenoAge, GrimAge, DNAm Telomere Length, and Pace of Aging. We analyzed data from 607 male participants (mean age 73.2 years) of the VA Normative Aging Study with one to two study visits from 1999 to 2007 (observations = 956). Stress was assessed via the 14-item Perceived Stress Scale (PSS). Epigenetic age was calculated from DNA methylation measured in leukocytes with the HumanMethylation450 BeadChip. In linear mixed effects models adjusted for demographic/lifestyle/health factors, a standard deviation (sd) increase in PSS was associated with Horvath (β = -0.35-years, 95%CI: -0.61, -0.09,P=0.008) and Intrinsic (β = -0.40-years, 95%CI: -0.67, -0.13,P=0.004) epigenetic age deceleration. However, in models limited to participants with the highest levels of stress (≥ 75th-percentile), Horvath (β = 2.29-years, 95%CI: 0.16, 4.41,P=0.04) and Intrinsic (β = 2.06-years, 95%CI: -0.17, 4.28,P=0.07) age acceleration associations were observed. Our results reinforce the complexity of psychological stress and epigenetic aging relationships and lay a foundation for future studies that explore longitudinal relationships with other adult stress metrics and factors that can influence stress such as resilience measures."
37564905,Epigenetic clocks and research implications of the lack of data on whom they have been developed: a review of reported and missing sociodemographic characteristics,Environ Epigenet,"Epigenetic clocks are increasingly being used as a tool to assess the impact of a wide variety of phenotypes and exposures on healthy ageing, with a recent focus on social determinants of health. However, little attention has been paid to the sociodemographic characteristics of participants on whom these clocks have been based. Participant characteristics are important because sociodemographic and socioeconomic factors are known to be associated with both DNA methylation variation and healthy ageing. It is also well known that machine learning algorithms have the potential to exacerbate health inequities through the use of unrepresentative samples - prediction models may underperform in social groups that were poorly represented in the training data used to construct the model. To address this gap in the literature, we conducted a review of the sociodemographic characteristics of the participants whose data were used to construct 13 commonly used epigenetic clocks. We found that although some of the epigenetic clocks were created utilizing data provided by individuals from different ages, sexes/genders, and racialized groups, sociodemographic characteristics are generally poorly reported. Reported information is limited by inadequate conceptualization of the social dimensions and exposure implications of gender and racialized inequality, and socioeconomic data are infrequently reported. It is important for future work to ensure clear reporting of tangible data on the sociodemographic and socioeconomic characteristics of all the participants in the study to ensure that other researchers can make informed judgements about the appropriateness of the model for their study population.© The Author(s) 2023. Published by Oxford University Press."
37563227,Universal DNA methylation age across mammalian tissues,Nat Aging,"Aging, often considered a result of random cellular damage, can be accurately estimated using DNA methylation profiles, the foundation of pan-tissue epigenetic clocks. Here, we demonstrate the development of universal pan-mammalian clocks, using 11,754 methylation arrays from our Mammalian Methylation Consortium, which encompass 59 tissue types across 185 mammalian species. These predictive models estimate mammalian tissue age with high accuracy (r > 0.96). Age deviations correlate with human mortality risk, mouse somatotropic axis mutations and caloric restriction. We identified specific cytosines with methylation levels that change with age across numerous species. These sites, highly enriched in polycomb repressive complex 2-binding locations, are near genes implicated in mammalian development, cancer, obesity and longevity. Our findings offer new evidence suggesting that aging is evolutionarily conserved and intertwined with developmental processes across all mammals.© 2023. The Author(s)."
37660134,Epigenetic inheritance is unfaithful at intermediately methylated CpG sites.,Nat Commun,"DNA methylation at the CpG dinucleotide is considered a stable epigenetic mark due to its presumed long-term inheritance through clonal expansion. Here, we perform high-throughput bisulfite sequencing on clonally derived somatic cell lines to quantitatively measure methylation inheritance at the nucleotide level. We find that although DNA methylation is generally faithfully maintained at hypo- and hypermethylated sites, this is not the case at intermediately methylated CpGs. Low fidelity intermediate methylation is interspersed throughout the genome and within genes with no or low transcriptional activity, and is not coordinately maintained between neighbouring sites. We determine that the probabilistic changes that occur at intermediately methylated sites are likely due to DNMT1 rather than DNMT3A/3B activity. The observed lack of clonal inheritance at intermediately methylated sites challenges the current epigenetic inheritance model and has direct implications for both the functional relevance and general interpretability of DNA methylation as a stable epigenetic mark.© 2023. Springer Nature Limited."
37576279,Intrinsic and environmental basis of aging: A narrative review,Heliyon,"Longevity has been a topic of interest since the beginnings of humanity, yet its aetiology and precise mechanisms remain to be elucidated. Aging is currently viewed as a physiological phenomenon characterized by the gradual degeneration of organic physiology and morphology due to the passage of time where both external and internal stimuli intervene. The influence of intrinsic factors, such as progressive telomere shortening, genome instability due to mutation buildup, the direct or indirect actions of age-related genes, and marked changes in epigenetic, metabolic, and mitochondrial patterns constitute a big part of its underlying endogenous mechanisms. On the other hand, several psychosocial and demographic factors, such as diet, physical activity, smoking, and drinking habits, may have an even more significant impact on shaping the aging process. Consequentially, implementing dietary and exercise patterns has been proposed as the most viable alternative strategy for attenuating the most typical degenerative aging changes, thus increasing the likelihood of prolonging lifespan and achieving successful aging.© 2023 The Authors."
37563310,Genetics of circulating inflammatory proteins identifies drivers of immune-mediated disease risk and therapeutic targets,Nat Immunol,"Circulating proteins have important functions in inflammation and a broad range of diseases. To identify genetic influences on inflammation-related proteins, we conducted a genome-wide protein quantitative trait locus (pQTL) study of 91 plasma proteins measured using the Olink Target platform in 14,824 participants. We identified 180 pQTLs (59 cis, 121 trans). Integration of pQTL data with eQTL and disease genome-wide association studies provided insight into pathogenesis, implicating lymphotoxin-α in multiple sclerosis. Using Mendelian randomization (MR) to assess causality in disease etiology, we identified both shared and distinct effects of specific proteins across immune-mediated diseases, including directionally discordant effects of CD40 on risk of rheumatoid arthritis versus multiple sclerosis and inflammatory bowel disease. MR implicated CXCL5 in the etiology of ulcerative colitis (UC) and we show elevated gut CXCL5 transcript expression in patients with UC. These results identify targets of existing drugs and provide a powerful resource to facilitate future drug target prioritization.© 2023. The Author(s)."
